class,compute_time,idx,image,model,image_time,model_size,model_time,prob
drum,0.633245,541,15Mb,resnet152,8.345852,241671866,0.0,0.7431333065032959
drum,0.706469,541,15Mb,resnet152,8.260111,241671866,0.0,0.7431333065032959
drum,0.633411,541,15Mb,resnet152,9.815007,241671866,0.0,0.7431333065032959
drum,0.702914,541,15Mb,resnet152,9.939194,241671866,0.0,0.7431333065032959
drum,0.641197,541,15Mb,resnet152,8.063527,241671866,0.0,0.7431333065032959
drum,0.633616,541,15Mb,resnet152,11.142358,241671866,0.0,0.7431333065032959
drum,0.635538,541,15Mb,resnet152,8.480764,241671866,0.0,0.7431333065032959
drum,0.638806,541,15Mb,resnet152,9.841072,241671866,0.0,0.7431333065032959
drum,0.656076,541,15Mb,resnet152,8.722752,241671866,0.0,0.7431333065032959
drum,0.637072,541,15Mb,resnet152,10.014978,241671866,0.0,0.7431333065032959
drum,0.628292,541,15Mb,resnet152,8.392745,241671866,0.0,0.7431333065032959
drum,0.682717,541,15Mb,resnet152,8.338535,241671866,0.0,0.7431333065032959
drum,0.695168,541,15Mb,resnet152,7.407608,241671866,0.0,0.7431333065032959
drum,0.637594,541,15Mb,resnet152,9.598126,241671866,0.0,0.7431333065032959
drum,0.638055,541,15Mb,resnet152,7.434857,241671866,0.0,0.7431333065032959
drum,0.641631,541,15Mb,resnet152,7.669538,241671866,0.0,0.7431333065032959
drum,0.66286,541,15Mb,resnet152,7.980685,241671866,0.0,0.7431333065032959
drum,0.634996,541,15Mb,resnet152,9.997508,241671866,0.0,0.7431333065032959
drum,0.643454,541,15Mb,resnet152,8.533671,241671866,0.0,0.7431333065032959
drum,0.655018,541,15Mb,resnet152,7.672086,241671866,0.0,0.7431333065032959
drum,0.648407,541,15Mb,resnet152,9.24362,241671866,0.0,0.7431333065032959
drum,0.643592,541,15Mb,resnet152,9.076296,241671866,0.0,0.7431333065032959
drum,0.640217,541,15Mb,resnet152,8.273845,241671866,0.0,0.7431333065032959
drum,0.640467,541,15Mb,resnet152,7.689805,241671866,0.0,0.7431333065032959
drum,0.632641,541,15Mb,resnet152,8.216586,241671866,0.0,0.7431333065032959
drum,0.641177,541,15Mb,resnet152,9.830866,241671866,0.0,0.7431333065032959
drum,0.638564,541,15Mb,resnet152,8.301207,241671866,0.0,0.7431333065032959
drum,0.656071,541,15Mb,resnet152,12.163372,241671866,0.0,0.7431333065032959
drum,0.631681,541,15Mb,resnet152,8.245094,241671866,0.0,0.7431333065032959
drum,0.63529,541,15Mb,resnet152,10.257274,241671866,0.0,0.7431333065032959
drum,0.670038,541,15Mb,resnet152,8.695992,241671866,0.0,0.7431333065032959
drum,0.656002,541,15Mb,resnet152,8.91856,241671866,0.0,0.7431333065032959
drum,0.637195,541,15Mb,resnet152,8.263044,241671866,0.0,0.7431333065032959
drum,0.641011,541,15Mb,resnet152,8.648127,241671866,0.0,0.7431333065032959
drum,0.64239,541,15Mb,resnet152,8.349107,241671866,0.0,0.7431333065032959
drum,0.631839,541,15Mb,resnet152,8.965252,241671866,0.0,0.7431333065032959
drum,0.640359,541,15Mb,resnet152,9.067827,241671866,0.0,0.7431333065032959
drum,0.638864,541,15Mb,resnet152,8.434953,241671866,0.0,0.7431333065032959
drum,0.655493,541,15Mb,resnet152,8.902657,241671866,0.0,0.7431333065032959
drum,0.629092,541,15Mb,resnet152,10.894449,241671866,0.0,0.7431333065032959
drum,0.697958,541,15Mb,resnet152,10.755046,241671866,0.0,0.7431333065032959
drum,0.636403,541,15Mb,resnet152,10.820956,241671866,0.0,0.7431333065032959
drum,0.63402,541,15Mb,resnet152,11.657212,241671866,0.0,0.7431333065032959
drum,0.639781,541,15Mb,resnet152,6.786928,241671866,0.0,0.7431333065032959
drum,0.634182,541,15Mb,resnet152,9.234115,241671866,0.0,0.7431333065032959
drum,0.638448,541,15Mb,resnet152,7.975967,241671866,0.0,0.7431333065032959
drum,0.650873,541,15Mb,resnet152,9.733029,241671866,0.0,0.7431333065032959
drum,0.630645,541,15Mb,resnet152,8.938736,241671866,0.0,0.7431333065032959
drum,0.633673,541,15Mb,resnet152,8.141577,241671866,0.0,0.7431333065032959
drum,0.651624,541,15Mb,resnet152,10.598716,241671866,0.0,0.7431333065032959
drum,0.637256,541,15Mb,resnet152,8.851617,241671866,0.0,0.7431333065032959
drum,0.652323,541,15Mb,resnet152,9.401095,241671866,0.0,0.7431333065032959
drum,0.633359,541,15Mb,resnet152,8.469232,241671866,0.0,0.7431333065032959
drum,0.662085,541,15Mb,resnet152,10.216271,241671866,0.0,0.7431333065032959
drum,0.644582,541,15Mb,resnet152,10.479997,241671866,0.0,0.7431333065032959
drum,0.643978,541,15Mb,resnet152,8.892711,241671866,0.0,0.7431333065032959
drum,0.641141,541,15Mb,resnet152,8.294149,241671866,0.0,0.7431333065032959
drum,0.643412,541,15Mb,resnet152,9.85098,241671866,0.0,0.7431333065032959
drum,0.637359,541,15Mb,resnet152,7.969896,241671866,0.0,0.7431333065032959
drum,0.668023,541,15Mb,resnet152,8.075665,241671866,0.0,0.7431333065032959
drum,0.647725,541,15Mb,resnet152,8.455463,241671866,0.0,0.7431333065032959
drum,0.639102,541,15Mb,resnet152,9.995563,241671866,0.0,0.7431333065032959
drum,0.632793,541,15Mb,resnet152,7.553999,241671866,0.0,0.7431333065032959
drum,0.641746,541,15Mb,resnet152,6.231062,241671866,0.0,0.7431333065032959
drum,0.642096,541,15Mb,resnet152,13.652546,241671866,0.0,0.7431333065032959
drum,0.632008,541,15Mb,resnet152,7.879509,241671866,0.0,0.7431333065032959
drum,0.640072,541,15Mb,resnet152,10.705965,241671866,0.0,0.7431333065032959
drum,0.639119,541,15Mb,resnet152,9.686416,241671866,0.0,0.7431333065032959
drum,0.636242,541,15Mb,resnet152,9.259517,241671866,0.0,0.7431333065032959
nail,0.04189,677,500b,resnet18,0.89857,46835260,0.222983,0.6124274134635925
nail,0.040509,677,500b,resnet18,0.800138,46835260,0.0,0.6124274134635925
nail,0.029017,677,500b,resnet18,0.71319,46835260,0.0,0.6124274134635925
nail,0.028915,677,500b,resnet18,0.82803,46835260,0.0,0.6124274134635925
nail,0.029271,677,500b,resnet18,0.832485,46835260,0.0,0.6124274134635925
nail,0.02951,677,500b,resnet18,0.72434,46835260,0.0,0.6124274134635925
nail,0.028977,677,500b,resnet18,0.952766,46835260,0.0,0.6124274134635925
nail,0.028988,677,500b,resnet18,0.709326,46835260,0.0,0.6124274134635925
nail,0.041819,677,500b,resnet18,0.721581,46835260,0.0,0.6124274134635925
nail,0.031736,677,500b,resnet18,0.810487,46835260,0.0,0.6124274134635925
nail,0.029513,677,500b,resnet18,0.722012,46835260,0.0,0.6124274134635925
nail,0.029001,677,500b,resnet18,0.720823,46835260,0.0,0.6124274134635925
nail,0.029012,677,500b,resnet18,0.830624,46835260,0.0,0.6124274134635925
nail,0.029068,677,500b,resnet18,0.726212,46835260,0.0,0.6124274134635925
nail,0.039998,677,500b,resnet18,0.732886,46835260,0.0,0.6124274134635925
nail,0.029736,677,500b,resnet18,0.816788,46835260,0.0,0.6124274134635925
nail,0.029032,677,500b,resnet18,0.722499,46835260,0.0,0.6124274134635925
nail,0.02936,677,500b,resnet18,0.935722,46835260,0.0,0.6124274134635925
nail,0.029284,677,500b,resnet18,0.786624,46835260,0.0,0.6124274134635925
nail,0.029827,677,500b,resnet18,1.340523,46835260,0.0,0.6124274134635925
nail,0.029084,677,500b,resnet18,0.825296,46835260,0.0,0.6124274134635925
nail,0.028964,677,500b,resnet18,0.829607,46835260,0.0,0.6124274134635925
nail,0.028967,677,500b,resnet18,0.722134,46835260,0.0,0.6124274134635925
nail,0.030451,677,500b,resnet18,0.726293,46835260,0.0,0.6124274134635925
nail,0.028931,677,500b,resnet18,0.820449,46835260,0.0,0.6124274134635925
nail,0.028748,677,500b,resnet18,0.83037,46835260,0.0,0.6124274134635925
nail,0.0289,677,500b,resnet18,0.831136,46835260,0.0,0.6124274134635925
nail,0.039966,677,500b,resnet18,0.723312,46835260,0.0,0.6124274134635925
nail,0.028918,677,500b,resnet18,0.819058,46835260,0.0,0.6124274134635925
nail,0.036691,677,500b,resnet18,0.726751,46835260,0.0,0.6124274134635925
nail,0.029093,677,500b,resnet18,0.821177,46835260,0.0,0.6124274134635925
nail,0.029059,677,500b,resnet18,0.727096,46835260,0.0,0.6124274134635925
nail,0.043581,677,500b,resnet18,0.720735,46835260,0.0,0.6124274134635925
nail,0.039876,677,500b,resnet18,0.808624,46835260,0.0,0.6124274134635925
nail,0.041474,677,500b,resnet18,0.821111,46835260,0.0,0.6124274134635925
nail,0.039624,677,500b,resnet18,0.818806,46835260,0.0,0.6124274134635925
nail,0.039888,677,500b,resnet18,0.821602,46835260,0.0,0.6124274134635925
nail,0.040052,677,500b,resnet18,0.814523,46835260,0.0,0.6124274134635925
nail,0.039387,677,500b,resnet18,0.813163,46835260,0.0,0.6124274134635925
nail,0.039621,677,500b,resnet18,0.820526,46835260,0.0,0.6124274134635925
nail,0.039762,677,500b,resnet18,0.814177,46835260,0.0,0.6124274134635925
nail,0.040549,677,500b,resnet18,0.740884,46835260,0.0,0.6124274134635925
nail,0.029095,677,500b,resnet18,0.897701,46835260,0.0,0.6124274134635925
nail,0.037223,677,500b,resnet18,0.827977,46835260,0.0,0.6124274134635925
nail,0.029239,677,500b,resnet18,0.817938,46835260,0.0,0.6124274134635925
nail,0.030812,677,500b,resnet18,0.727028,46835260,0.0,0.6124274134635925
nail,0.029183,677,500b,resnet18,0.727718,46835260,0.0,0.6124274134635925
nail,0.029068,677,500b,resnet18,0.79469,46835260,0.0,0.6124274134635925
nail,0.039153,677,500b,resnet18,0.82795,46835260,0.0,0.6124274134635925
nail,0.028751,677,500b,resnet18,0.814165,46835260,0.0,0.6124274134635925
nail,0.028775,677,500b,resnet18,0.829568,46835260,0.0,0.6124274134635925
nail,0.030793,677,500b,resnet18,0.809095,46835260,0.0,0.6124274134635925
nail,0.040144,677,500b,resnet18,0.821708,46835260,0.0,0.6124274134635925
nail,0.043734,677,500b,resnet18,0.804475,46835260,0.0,0.6124274134635925
nail,0.040144,677,500b,resnet18,0.905949,46835260,0.0,0.6124274134635925
nail,0.040174,677,500b,resnet18,0.807373,46835260,0.0,0.6124274134635925
nail,0.039852,677,500b,resnet18,0.817693,46835260,0.0,0.6124274134635925
nail,0.039936,677,500b,resnet18,0.804433,46835260,0.0,0.6124274134635925
nail,0.037953,677,500b,resnet18,0.714771,46835260,0.0,0.6124274134635925
nail,0.029428,677,500b,resnet18,0.809261,46835260,0.0,0.6124274134635925
nail,0.028627,677,500b,resnet18,0.814262,46835260,0.0,0.6124274134635925
nail,0.029099,677,500b,resnet18,0.84432,46835260,0.0,0.6124274134635925
nail,0.029322,677,500b,resnet18,0.79912,46835260,0.0,0.6124274134635925
nail,0.040213,677,500b,resnet18,0.715335,46835260,0.0,0.6124274134635925
nail,0.039491,677,500b,resnet18,0.807167,46835260,0.0,0.6124274134635925
nail,0.04063,677,500b,resnet18,0.709999,46835260,0.0,0.6124274134635925
nail,0.040277,677,500b,resnet18,0.709554,46835260,0.0,0.6124274134635925
nail,0.037942,677,500b,resnet18,0.729636,46835260,0.0,0.6124274134635925
nail,0.039587,677,500b,resnet18,0.789696,46835260,0.0,0.6124274134635925
nail,0.039789,677,500b,resnet18,0.710722,46835260,0.0,0.6124274134635925
nail,0.040833,677,500b,resnet18,0.7132,46835260,0.0,0.6124274134635925
nail,0.039746,677,500b,resnet18,0.79979,46835260,0.0,0.6124274134635925
nail,0.039549,677,500b,resnet18,0.81659,46835260,0.0,0.6124274134635925
nail,0.039246,677,500b,resnet18,0.704048,46835260,0.0,0.6124274134635925
nail,0.028854,677,500b,resnet18,0.912495,46835260,0.0,0.6124274134635925
nail,0.028639,677,500b,resnet18,0.817779,46835260,0.0,0.6124274134635925
nail,0.02901,677,500b,resnet18,0.821416,46835260,0.0,0.6124274134635925
nail,0.028812,677,500b,resnet18,0.717737,46835260,0.0,0.6124274134635925
nail,0.02868,677,500b,resnet18,0.785694,46835260,0.0,0.6124274134635925
nail,0.039965,677,500b,resnet18,0.727467,46835260,0.0,0.6124274134635925
nail,0.039959,677,500b,resnet18,0.708354,46835260,0.0,0.6124274134635925
nail,0.040351,677,500b,resnet18,0.698253,46835260,0.0,0.6124274134635925
nail,0.037862,677,500b,resnet18,0.806955,46835260,0.0,0.6124274134635925
nail,0.039609,677,500b,resnet18,0.814634,46835260,0.0,0.6124274134635925
nail,0.029042,677,500b,resnet18,0.705657,46835260,0.0,0.6124274134635925
nail,0.028662,677,500b,resnet18,0.821474,46835260,0.0,0.6124274134635925
nail,0.039954,677,500b,resnet18,0.821332,46835260,0.0,0.6124274134635925
nail,0.039946,677,500b,resnet18,0.811643,46835260,0.0,0.6124274134635925
nail,0.029241,677,500b,resnet18,0.813181,46835260,0.0,0.6124274134635925
nail,0.040331,677,500b,resnet18,0.820614,46835260,0.0,0.6124274134635925
nail,0.039597,677,500b,resnet18,0.829131,46835260,0.0,0.6124274134635925
nail,0.039869,677,500b,resnet18,0.79171,46835260,0.0,0.6124274134635925
nail,0.039942,677,500b,resnet18,0.706685,46835260,0.0,0.6124274134635925
nail,0.039989,677,500b,resnet18,0.729653,46835260,0.0,0.6124274134635925
nail,0.039914,677,500b,resnet18,0.784926,46835260,0.0,0.6124274134635925
nail,0.042253,677,500b,resnet18,0.702212,46835260,0.0,0.6124274134635925
nail,0.040179,677,500b,resnet18,0.728058,46835260,0.0,0.6124274134635925
nail,0.03972,677,500b,resnet18,0.790685,46835260,0.0,0.6124274134635925
nail,0.039819,677,500b,resnet18,1.019671,46835260,0.0,0.6124274134635925
nail,0.040038,677,500b,resnet18,0.900173,46835260,0.0,0.6124274134635925
letter_opener,0.063519,623,500b,resnet34,0.859862,87327900,0.408168,0.3063466548919678
letter_opener,0.059901,623,500b,resnet34,0.785113,87327900,0.0,0.3063466548919678
letter_opener,0.050521,623,500b,resnet34,0.984219,87327900,0.0,0.3063466548919678
letter_opener,0.050138,623,500b,resnet34,0.796355,87327900,0.0,0.3063466548919678
letter_opener,0.050483,623,500b,resnet34,0.902261,87327900,0.0,0.3063466548919678
letter_opener,0.051905,623,500b,resnet34,0.796379,87327900,0.0,0.3063466548919678
letter_opener,0.050729,623,500b,resnet34,0.894157,87327900,0.0,0.3063466548919678
letter_opener,0.050334,623,500b,resnet34,0.794133,87327900,0.0,0.3063466548919678
letter_opener,0.050302,623,500b,resnet34,0.894972,87327900,0.0,0.3063466548919678
letter_opener,0.050544,623,500b,resnet34,0.900746,87327900,0.0,0.3063466548919678
letter_opener,0.050552,623,500b,resnet34,0.898141,87327900,0.0,0.3063466548919678
letter_opener,0.051726,623,500b,resnet34,0.798561,87327900,0.0,0.3063466548919678
letter_opener,0.051409,623,500b,resnet34,0.899783,87327900,0.0,0.3063466548919678
letter_opener,0.072272,623,500b,resnet34,0.791529,87327900,0.0,0.3063466548919678
letter_opener,0.068709,623,500b,resnet34,0.877286,87327900,0.0,0.3063466548919678
letter_opener,0.0504,623,500b,resnet34,0.77616,87327900,0.0,0.3063466548919678
letter_opener,0.051076,623,500b,resnet34,0.899458,87327900,0.0,0.3063466548919678
letter_opener,0.050176,623,500b,resnet34,0.794292,87327900,0.0,0.3063466548919678
letter_opener,0.051634,623,500b,resnet34,0.798564,87327900,0.0,0.3063466548919678
letter_opener,0.050705,623,500b,resnet34,0.794675,87327900,0.0,0.3063466548919678
letter_opener,0.072564,623,500b,resnet34,0.899115,87327900,0.0,0.3063466548919678
letter_opener,0.072669,623,500b,resnet34,0.877269,87327900,0.0,0.3063466548919678
letter_opener,0.066152,623,500b,resnet34,0.874211,87327900,0.0,0.3063466548919678
letter_opener,0.065038,623,500b,resnet34,0.888151,87327900,0.0,0.3063466548919678
letter_opener,0.072143,623,500b,resnet34,0.879705,87327900,0.0,0.3063466548919678
letter_opener,0.067089,623,500b,resnet34,0.875735,87327900,0.0,0.3063466548919678
letter_opener,0.051154,623,500b,resnet34,0.779417,87327900,0.0,0.3063466548919678
letter_opener,0.052637,623,500b,resnet34,0.799016,87327900,0.0,0.3063466548919678
letter_opener,0.050223,623,500b,resnet34,0.899178,87327900,0.0,0.3063466548919678
letter_opener,0.050282,623,500b,resnet34,0.89704,87327900,0.0,0.3063466548919678
letter_opener,0.050076,623,500b,resnet34,0.795689,87327900,0.0,0.3063466548919678
letter_opener,0.051101,623,500b,resnet34,0.897909,87327900,0.0,0.3063466548919678
letter_opener,0.05073,623,500b,resnet34,0.90007,87327900,0.0,0.3063466548919678
letter_opener,0.050805,623,500b,resnet34,0.796316,87327900,0.0,0.3063466548919678
letter_opener,0.055682,623,500b,resnet34,0.893889,87327900,0.0,0.3063466548919678
letter_opener,0.050272,623,500b,resnet34,0.791302,87327900,0.0,0.3063466548919678
letter_opener,0.050547,623,500b,resnet34,0.900884,87327900,0.0,0.3063466548919678
letter_opener,0.050496,623,500b,resnet34,0.896576,87327900,0.0,0.3063466548919678
letter_opener,0.050348,623,500b,resnet34,0.794934,87327900,0.0,0.3063466548919678
letter_opener,0.051384,623,500b,resnet34,0.863629,87327900,0.0,0.3063466548919678
letter_opener,0.05094,623,500b,resnet34,0.999343,87327900,0.0,0.3063466548919678
letter_opener,0.072612,623,500b,resnet34,0.794657,87327900,0.0,0.3063466548919678
letter_opener,0.071723,623,500b,resnet34,0.871965,87327900,0.0,0.3063466548919678
letter_opener,0.073075,623,500b,resnet34,0.876303,87327900,0.0,0.3063466548919678
letter_opener,0.066503,623,500b,resnet34,0.877362,87327900,0.0,0.3063466548919678
letter_opener,0.051205,623,500b,resnet34,0.987606,87327900,0.0,0.3063466548919678
letter_opener,0.055787,623,500b,resnet34,0.797887,87327900,0.0,0.3063466548919678
letter_opener,0.075498,623,500b,resnet34,1.098879,87327900,0.0,0.3063466548919678
letter_opener,0.072965,623,500b,resnet34,0.874957,87327900,0.0,0.3063466548919678
letter_opener,0.072666,623,500b,resnet34,0.876832,87327900,0.0,0.3063466548919678
letter_opener,0.072721,623,500b,resnet34,0.77538,87327900,0.0,0.3063466548919678
letter_opener,0.051241,623,500b,resnet34,0.877819,87327900,0.0,0.3063466548919678
letter_opener,0.050882,623,500b,resnet34,0.792397,87327900,0.0,0.3063466548919678
letter_opener,0.055619,623,500b,resnet34,0.897674,87327900,0.0,0.3063466548919678
letter_opener,0.050554,623,500b,resnet34,0.788442,87327900,0.0,0.3063466548919678
letter_opener,0.050794,623,500b,resnet34,0.899473,87327900,0.0,0.3063466548919678
letter_opener,0.050419,623,500b,resnet34,0.797355,87327900,0.0,0.3063466548919678
letter_opener,0.051289,623,500b,resnet34,0.898642,87327900,0.0,0.3063466548919678
letter_opener,0.051053,623,500b,resnet34,0.797428,87327900,0.0,0.3063466548919678
letter_opener,0.062089,623,500b,resnet34,0.899045,87327900,0.0,0.3063466548919678
letter_opener,0.073223,623,500b,resnet34,0.887629,87327900,0.0,0.3063466548919678
letter_opener,0.050336,623,500b,resnet34,0.837297,87327900,0.0,0.3063466548919678
letter_opener,0.05002,623,500b,resnet34,0.79703,87327900,0.0,0.3063466548919678
letter_opener,0.050566,623,500b,resnet34,0.894105,87327900,0.0,0.3063466548919678
letter_opener,0.052989,623,500b,resnet34,0.796893,87327900,0.0,0.3063466548919678
letter_opener,0.052769,623,500b,resnet34,0.891728,87327900,0.0,0.3063466548919678
letter_opener,0.051921,623,500b,resnet34,0.895158,87327900,0.0,0.3063466548919678
letter_opener,0.073658,623,500b,resnet34,0.946769,87327900,0.0,0.3063466548919678
letter_opener,0.073244,623,500b,resnet34,0.796744,87327900,0.0,0.3063466548919678
letter_opener,0.052376,623,500b,resnet34,0.897826,87327900,0.0,0.3063466548919678
letter_opener,0.050691,623,500b,resnet34,0.795477,87327900,0.0,0.3063466548919678
letter_opener,0.073712,623,500b,resnet34,0.79864,87327900,0.0,0.3063466548919678
letter_opener,0.055663,623,500b,resnet34,0.87625,87327900,0.0,0.3063466548919678
letter_opener,0.050235,623,500b,resnet34,0.893151,87327900,0.0,0.3063466548919678
letter_opener,0.050568,623,500b,resnet34,1.613637,87327900,0.0,0.3063466548919678
letter_opener,0.049893,623,500b,resnet34,1.914495,87327900,0.0,0.3063466548919678
letter_opener,0.073837,623,500b,resnet34,0.802685,87327900,0.0,0.3063466548919678
letter_opener,0.072566,623,500b,resnet34,0.866721,87327900,0.0,0.3063466548919678
letter_opener,0.050427,623,500b,resnet34,0.875607,87327900,0.0,0.3063466548919678
letter_opener,0.055105,623,500b,resnet34,0.79717,87327900,0.0,0.3063466548919678
letter_opener,0.063394,623,500b,resnet34,0.894734,87327900,0.0,0.3063466548919678
letter_opener,0.072569,623,500b,resnet34,0.884457,87327900,0.0,0.3063466548919678
letter_opener,0.070305,623,500b,resnet34,0.881464,87327900,0.0,0.3063466548919678
letter_opener,0.050362,623,500b,resnet34,0.874035,87327900,0.0,0.3063466548919678
letter_opener,0.074298,623,500b,resnet34,0.803589,87327900,0.0,0.3063466548919678
letter_opener,0.072547,623,500b,resnet34,0.868531,87327900,0.0,0.3063466548919678
letter_opener,0.072732,623,500b,resnet34,0.77928,87327900,0.0,0.3063466548919678
letter_opener,0.052119,623,500b,resnet34,0.865075,87327900,0.0,0.3063466548919678
letter_opener,0.072571,623,500b,resnet34,0.796084,87327900,0.0,0.3063466548919678
letter_opener,0.073712,623,500b,resnet34,0.876788,87327900,0.0,0.3063466548919678
letter_opener,0.073064,623,500b,resnet34,0.97482,87327900,0.0,0.3063466548919678
letter_opener,0.057532,623,500b,resnet34,0.875295,87327900,0.0,0.3063466548919678
letter_opener,0.050676,623,500b,resnet34,0.889341,87327900,0.0,0.3063466548919678
letter_opener,0.050722,623,500b,resnet34,0.798214,87327900,0.0,0.3063466548919678
letter_opener,0.051036,623,500b,resnet34,0.893758,87327900,0.0,0.3063466548919678
letter_opener,0.050457,623,500b,resnet34,0.7949,87327900,0.0,0.3063466548919678
letter_opener,0.072471,623,500b,resnet34,0.794706,87327900,0.0,0.3063466548919678
letter_opener,0.050564,623,500b,resnet34,0.874079,87327900,0.0,0.3063466548919678
letter_opener,0.069414,623,500b,resnet34,0.897277,87327900,0.0,0.3063466548919678
letter_opener,0.072631,623,500b,resnet34,0.981592,87327900,0.0,0.3063466548919678
nail,0.090985,677,500b,resnet50,0.83364,102541558,0.489606,0.7748059034347534
nail,0.078086,677,500b,resnet50,0.877763,102541558,0.0,0.7748059034347534
nail,0.073689,677,500b,resnet50,0.868559,102541558,0.0,0.7748059034347534
nail,0.082667,677,500b,resnet50,0.87548,102541558,0.0,0.7748059034347534
nail,0.073896,677,500b,resnet50,0.868975,102541558,0.0,0.7748059034347534
nail,0.073004,677,500b,resnet50,0.883962,102541558,0.0,0.7748059034347534
nail,0.096297,677,500b,resnet50,1.071666,102541558,0.0,0.7748059034347534
nail,0.073042,677,500b,resnet50,0.854978,102541558,0.0,0.7748059034347534
nail,0.07471,677,500b,resnet50,0.875023,102541558,0.0,0.7748059034347534
nail,0.073472,677,500b,resnet50,0.870856,102541558,0.0,0.7748059034347534
nail,0.090972,677,500b,resnet50,0.875063,102541558,0.0,0.7748059034347534
nail,0.09531,677,500b,resnet50,0.86086,102541558,0.0,0.7748059034347534
nail,0.086206,677,500b,resnet50,0.850574,102541558,0.0,0.7748059034347534
nail,0.07346,677,500b,resnet50,0.870239,102541558,0.0,0.7748059034347534
nail,0.073818,677,500b,resnet50,0.974232,102541558,0.0,0.7748059034347534
nail,0.087283,677,500b,resnet50,0.975629,102541558,0.0,0.7748059034347534
nail,0.073454,677,500b,resnet50,0.824629,102541558,0.0,0.7748059034347534
nail,0.073081,677,500b,resnet50,0.876681,102541558,0.0,0.7748059034347534
nail,0.073417,677,500b,resnet50,0.878058,102541558,0.0,0.7748059034347534
nail,0.091421,677,500b,resnet50,0.773429,102541558,0.0,0.7748059034347534
nail,0.072858,677,500b,resnet50,0.857406,102541558,0.0,0.7748059034347534
nail,0.097396,677,500b,resnet50,0.879615,102541558,0.0,0.7748059034347534
nail,0.073085,677,500b,resnet50,0.948882,102541558,0.0,0.7748059034347534
nail,0.071427,677,500b,resnet50,0.773061,102541558,0.0,0.7748059034347534
nail,0.073179,677,500b,resnet50,0.874857,102541558,0.0,0.7748059034347534
nail,0.073824,677,500b,resnet50,0.873782,102541558,0.0,0.7748059034347534
nail,0.073933,677,500b,resnet50,0.875136,102541558,0.0,0.7748059034347534
nail,0.072608,677,500b,resnet50,0.875091,102541558,0.0,0.7748059034347534
nail,0.073179,677,500b,resnet50,0.879046,102541558,0.0,0.7748059034347534
nail,0.073178,677,500b,resnet50,1.079743,102541558,0.0,0.7748059034347534
nail,0.073004,677,500b,resnet50,0.873387,102541558,0.0,0.7748059034347534
nail,0.073747,677,500b,resnet50,0.87036,102541558,0.0,0.7748059034347534
nail,0.071634,677,500b,resnet50,1.227744,102541558,0.0,0.7748059034347534
nail,0.07335,677,500b,resnet50,0.932572,102541558,0.0,0.7748059034347534
nail,0.071411,677,500b,resnet50,0.872872,102541558,0.0,0.7748059034347534
nail,0.073409,677,500b,resnet50,0.880031,102541558,0.0,0.7748059034347534
nail,0.096268,677,500b,resnet50,0.978187,102541558,0.0,0.7748059034347534
nail,0.096957,677,500b,resnet50,0.852268,102541558,0.0,0.7748059034347534
nail,0.09335,677,500b,resnet50,0.853536,102541558,0.0,0.7748059034347534
nail,0.097133,677,500b,resnet50,0.854663,102541558,0.0,0.7748059034347534
nail,0.07731,677,500b,resnet50,0.849431,102541558,0.0,0.7748059034347534
nail,0.07474,677,500b,resnet50,0.974471,102541558,0.0,0.7748059034347534
nail,0.096651,677,500b,resnet50,0.874573,102541558,0.0,0.7748059034347534
nail,0.073995,677,500b,resnet50,0.854616,102541558,0.0,0.7748059034347534
nail,0.095291,677,500b,resnet50,0.877221,102541558,0.0,0.7748059034347534
nail,0.080273,677,500b,resnet50,0.855355,102541558,0.0,0.7748059034347534
nail,0.073663,677,500b,resnet50,0.871309,102541558,0.0,0.7748059034347534
nail,0.073713,677,500b,resnet50,0.97742,102541558,0.0,0.7748059034347534
nail,0.072656,677,500b,resnet50,0.977749,102541558,0.0,0.7748059034347534
nail,0.073195,677,500b,resnet50,0.878669,102541558,0.0,0.7748059034347534
nail,0.071952,677,500b,resnet50,0.979663,102541558,0.0,0.7748059034347534
nail,0.072757,677,500b,resnet50,0.769004,102541558,0.0,0.7748059034347534
nail,0.085675,677,500b,resnet50,0.84492,102541558,0.0,0.7748059034347534
nail,0.076979,677,500b,resnet50,0.861339,102541558,0.0,0.7748059034347534
nail,0.071224,677,500b,resnet50,0.867855,102541558,0.0,0.7748059034347534
nail,0.071855,677,500b,resnet50,0.872976,102541558,0.0,0.7748059034347534
nail,0.071583,677,500b,resnet50,0.878192,102541558,0.0,0.7748059034347534
nail,0.081164,677,500b,resnet50,0.979158,102541558,0.0,0.7748059034347534
nail,0.072711,677,500b,resnet50,0.764082,102541558,0.0,0.7748059034347534
nail,0.0925,677,500b,resnet50,0.878814,102541558,0.0,0.7748059034347534
nail,0.072154,677,500b,resnet50,0.861085,102541558,0.0,0.7748059034347534
nail,0.072518,677,500b,resnet50,0.771777,102541558,0.0,0.7748059034347534
nail,0.082714,677,500b,resnet50,0.77627,102541558,0.0,0.7748059034347534
nail,0.071422,677,500b,resnet50,0.868373,102541558,0.0,0.7748059034347534
nail,0.073265,677,500b,resnet50,0.980105,102541558,0.0,0.7748059034347534
nail,0.096177,677,500b,resnet50,1.908518,102541558,0.0,0.7748059034347534
nail,0.094847,677,500b,resnet50,0.961542,102541558,0.0,0.7748059034347534
nail,0.079333,677,500b,resnet50,0.841443,102541558,0.0,0.7748059034347534
nail,0.071063,677,500b,resnet50,0.870993,102541558,0.0,0.7748059034347534
