class,compute_time,idx,image,model,image_time,model_size,model_time,prob
drum,0.503413,541,15Mb,resnet18,7.92173,46835260,0.0,0.5142418742179871
drum,0.503881,541,15Mb,resnet18,7.242136,46835260,0.0,0.5142418742179871
drum,0.49699,541,15Mb,resnet18,6.163984,46835260,0.0,0.5142418742179871
drum,0.502488,541,15Mb,resnet18,6.851341,46835260,0.0,0.5142418742179871
drum,0.540259,541,15Mb,resnet34,7.234671,87327900,0.413701,0.6714357733726501
drum,0.536015,541,15Mb,resnet34,7.254312,87327900,0.0,0.6714357733726501
drum,0.523775,541,15Mb,resnet34,9.606522,87327900,0.0,0.6714357733726501
drum,0.521591,541,15Mb,resnet34,7.84754,87327900,0.0,0.6714357733726501
drum,0.521316,541,15Mb,resnet34,6.393482,87327900,0.0,0.6714357733726501
drum,0.538307,541,15Mb,resnet34,8.492641,87327900,0.0,0.6714357733726501
drum,0.540396,541,15Mb,resnet34,11.04992,87327900,0.0,0.6714357733726501
drum,0.517712,541,15Mb,resnet34,6.862203,87327900,0.0,0.6714357733726501
drum,0.518395,541,15Mb,resnet34,7.366036,87327900,0.0,0.6714357733726501
drum,0.522342,541,15Mb,resnet34,7.521611,87327900,0.0,0.6714357733726501
drum,0.515729,541,15Mb,resnet34,7.151471,87327900,0.0,0.6714357733726501
drum,0.527958,541,15Mb,resnet34,10.256514,87327900,0.0,0.6714357733726501
drum,0.521311,541,15Mb,resnet34,7.637626,87327900,0.0,0.6714357733726501
drum,0.520518,541,15Mb,resnet34,6.990907,87327900,0.0,0.6714357733726501
drum,0.520792,541,15Mb,resnet34,7.039961,87327900,0.0,0.6714357733726501
drum,0.544776,541,15Mb,resnet34,6.927919,87327900,0.0,0.6714357733726501
drum,0.535509,541,15Mb,resnet34,6.742379,87327900,0.0,0.6714357733726501
drum,0.514597,541,15Mb,resnet34,6.385117,87327900,0.0,0.6714357733726501
drum,0.518718,541,15Mb,resnet34,7.006048,87327900,0.0,0.6714357733726501
drum,0.521839,541,15Mb,resnet34,7.894394,87327900,0.0,0.6714357733726501
drum,0.523832,541,15Mb,resnet34,6.806457,87327900,0.0,0.6714357733726501
drum,0.531435,541,15Mb,resnet34,7.565724,87327900,0.0,0.6714357733726501
drum,0.520747,541,15Mb,resnet34,8.004296,87327900,0.0,0.6714357733726501
drum,0.519426,541,15Mb,resnet34,7.075105,87327900,0.0,0.6714357733726501
drum,0.534653,541,15Mb,resnet34,7.155594,87327900,0.0,0.6714357733726501
drum,0.55065,541,15Mb,resnet34,9.186617,87327900,0.0,0.6714357733726501
drum,0.523822,541,15Mb,resnet34,10.25182,87327900,0.0,0.6714357733726501
drum,0.520224,541,15Mb,resnet34,9.721036,87327900,0.0,0.6714357733726501
drum,0.524269,541,15Mb,resnet34,8.867147,87327900,0.0,0.6714357733726501
drum,0.546217,541,15Mb,resnet34,8.877526,87327900,0.0,0.6714357733726501
drum,0.557587,541,15Mb,resnet34,9.920582,87327900,0.0,0.6714357733726501
drum,0.531035,541,15Mb,resnet34,9.334936,87327900,0.0,0.6714357733726501
drum,0.524292,541,15Mb,resnet34,7.457306,87327900,0.0,0.6714357733726501
drum,0.544032,541,15Mb,resnet34,9.501749,87327900,0.0,0.6714357733726501
drum,0.545033,541,15Mb,resnet34,11.13178,87327900,0.0,0.6714357733726501
drum,0.546451,541,15Mb,resnet34,8.611247,87327900,0.0,0.6714357733726501
drum,0.542579,541,15Mb,resnet34,10.838248,87327900,0.0,0.6714357733726501
drum,0.544301,541,15Mb,resnet34,8.453601,87327900,0.0,0.6714357733726501
drum,0.519799,541,15Mb,resnet34,12.110186,87327900,0.0,0.6714357733726501
drum,0.542571,541,15Mb,resnet34,14.446418,87327900,0.0,0.6714357733726501
drum,0.534787,541,15Mb,resnet34,16.229699,87327900,0.0,0.6714357733726501
drum,0.545019,541,15Mb,resnet34,12.709597,87327900,0.0,0.6714357733726501
drum,0.544054,541,15Mb,resnet34,8.456717,87327900,0.0,0.6714357733726501
drum,0.540527,541,15Mb,resnet34,10.354436,87327900,0.0,0.6714357733726501
drum,0.540384,541,15Mb,resnet34,9.394547,87327900,0.0,0.6714357733726501
drum,0.537491,541,15Mb,resnet34,10.1568,87327900,0.0,0.6714357733726501
drum,0.513122,541,15Mb,resnet34,10.646788,87327900,0.0,0.6714357733726501
drum,0.532662,541,15Mb,resnet34,9.218575,87327900,0.0,0.6714357733726501
drum,0.517542,541,15Mb,resnet34,8.746244,87327900,0.0,0.6714357733726501
drum,0.522187,541,15Mb,resnet34,8.91223,87327900,0.0,0.6714357733726501
drum,0.518291,541,15Mb,resnet34,8.050645,87327900,0.0,0.6714357733726501
drum,0.516185,541,15Mb,resnet34,11.755195,87327900,0.0,0.6714357733726501
drum,0.513224,541,15Mb,resnet34,7.195917,87327900,0.0,0.6714357733726501
drum,0.518888,541,15Mb,resnet34,6.248409,87327900,0.0,0.6714357733726501
drum,0.523084,541,15Mb,resnet34,6.586761,87327900,0.0,0.6714357733726501
drum,0.520191,541,15Mb,resnet34,8.783513,87327900,0.0,0.6714357733726501
drum,0.524669,541,15Mb,resnet34,8.496673,87327900,0.0,0.6714357733726501
drum,0.543161,541,15Mb,resnet34,10.374179,87327900,0.0,0.6714357733726501
drum,0.532482,541,15Mb,resnet34,8.343126,87327900,0.0,0.6714357733726501
drum,0.542447,541,15Mb,resnet34,10.918035,87327900,0.0,0.6714357733726501
drum,0.536551,541,15Mb,resnet34,12.035805,87327900,0.0,0.6714357733726501
drum,0.522608,541,15Mb,resnet34,10.853784,87327900,0.0,0.6714357733726501
drum,0.523131,541,15Mb,resnet34,8.036726,87327900,0.0,0.6714357733726501
drum,0.523441,541,15Mb,resnet34,9.469073,87327900,0.0,0.6714357733726501
drum,0.519467,541,15Mb,resnet34,10.984274,87327900,0.0,0.6714357733726501
drum,0.534515,541,15Mb,resnet34,10.656257,87327900,0.0,0.6714357733726501
drum,0.543532,541,15Mb,resnet34,9.062018,87327900,0.0,0.6714357733726501
drum,0.531745,541,15Mb,resnet34,9.252993,87327900,0.0,0.6714357733726501
drum,0.521268,541,15Mb,resnet34,9.33799,87327900,0.0,0.6714357733726501
drum,0.519326,541,15Mb,resnet34,8.409741,87327900,0.0,0.6714357733726501
drum,0.519768,541,15Mb,resnet34,9.398592,87327900,0.0,0.6714357733726501
drum,0.51659,541,15Mb,resnet34,11.31063,87327900,0.0,0.6714357733726501
drum,0.521136,541,15Mb,resnet34,10.62496,87327900,0.0,0.6714357733726501
drum,0.518736,541,15Mb,resnet34,12.297894,87327900,0.0,0.6714357733726501
drum,0.520093,541,15Mb,resnet34,10.957567,87327900,0.0,0.6714357733726501
drum,0.521839,541,15Mb,resnet34,9.491269,87327900,0.0,0.6714357733726501
drum,0.521772,541,15Mb,resnet34,9.077861,87327900,0.0,0.6714357733726501
drum,0.520113,541,15Mb,resnet34,7.865281,87327900,0.0,0.6714357733726501
drum,0.517393,541,15Mb,resnet34,8.279625,87327900,0.0,0.6714357733726501
drum,0.546233,541,15Mb,resnet34,8.284153,87327900,0.0,0.6714357733726501
drum,0.526799,541,15Mb,resnet34,8.586418,87327900,0.0,0.6714357733726501
drum,0.517321,541,15Mb,resnet34,8.372545,87327900,0.0,0.6714357733726501
drum,0.522727,541,15Mb,resnet34,8.069516,87327900,0.0,0.6714357733726501
drum,0.521331,541,15Mb,resnet34,8.671425,87327900,0.0,0.6714357733726501
drum,0.520081,541,15Mb,resnet34,9.028171,87327900,0.0,0.6714357733726501
drum,0.521814,541,15Mb,resnet34,8.379358,87327900,0.0,0.6714357733726501
drum,0.516286,541,15Mb,resnet34,7.37205,87327900,0.0,0.6714357733726501
drum,0.522165,541,15Mb,resnet34,8.542757,87327900,0.0,0.6714357733726501
drum,0.539592,541,15Mb,resnet34,10.564784,87327900,0.0,0.6714357733726501
drum,0.522987,541,15Mb,resnet34,9.205789,87327900,0.0,0.6714357733726501
drum,0.519315,541,15Mb,resnet34,7.551359,87327900,0.0,0.6714357733726501
drum,0.531843,541,15Mb,resnet34,7.958226,87327900,0.0,0.6714357733726501
drum,0.51765,541,15Mb,resnet34,9.466279,87327900,0.0,0.6714357733726501
drum,0.524313,541,15Mb,resnet34,8.27083,87327900,0.0,0.6714357733726501
drum,0.521286,541,15Mb,resnet34,6.747955,87327900,0.0,0.6714357733726501
drum,0.517009,541,15Mb,resnet34,7.868833,87327900,0.0,0.6714357733726501
drum,0.540655,541,15Mb,resnet34,7.854729,87327900,0.0,0.6714357733726501
drum,0.524611,541,15Mb,resnet34,9.070435,87327900,0.0,0.6714357733726501
drum,0.542702,541,15Mb,resnet34,8.430473,87327900,0.0,0.6714357733726501
drum,0.545961,541,15Mb,resnet34,8.239224,87327900,0.0,0.6714357733726501
drum,0.597895,541,15Mb,resnet50,8.906016,102541558,0.489174,0.9019464254379272
drum,0.541035,541,15Mb,resnet50,8.971487,102541558,0.0,0.9019464254379272
drum,0.524033,541,15Mb,resnet50,6.534041,102541558,0.0,0.9019464254379272
drum,0.53421,541,15Mb,resnet50,7.556645,102541558,0.0,0.9019464254379272
drum,0.555224,541,15Mb,resnet50,7.236858,102541558,0.0,0.9019464254379272
drum,0.531287,541,15Mb,resnet50,8.562779,102541558,0.0,0.9019464254379272
drum,0.533717,541,15Mb,resnet50,7.792864,102541558,0.0,0.9019464254379272
drum,0.549192,541,15Mb,resnet50,9.00935,102541558,0.0,0.9019464254379272
drum,0.530964,541,15Mb,resnet50,8.072033,102541558,0.0,0.9019464254379272
drum,0.530288,541,15Mb,resnet50,8.674315,102541558,0.0,0.9019464254379272
drum,0.535577,541,15Mb,resnet50,7.126709,102541558,0.0,0.9019464254379272
drum,0.527756,541,15Mb,resnet50,8.189429,102541558,0.0,0.9019464254379272
drum,0.532448,541,15Mb,resnet50,8.624581,102541558,0.0,0.9019464254379272
drum,0.533967,541,15Mb,resnet50,8.67334,102541558,0.0,0.9019464254379272
drum,0.532538,541,15Mb,resnet50,8.199249,102541558,0.0,0.9019464254379272
drum,0.546109,541,15Mb,resnet50,7.736171,102541558,0.0,0.9019464254379272
drum,0.534416,541,15Mb,resnet50,7.941883,102541558,0.0,0.9019464254379272
drum,0.530791,541,15Mb,resnet50,7.085292,102541558,0.0,0.9019464254379272
drum,0.530799,541,15Mb,resnet50,7.901223,102541558,0.0,0.9019464254379272
drum,0.53119,541,15Mb,resnet50,7.791723,102541558,0.0,0.9019464254379272
drum,0.553307,541,15Mb,resnet50,7.652921,102541558,0.0,0.9019464254379272
drum,0.53412,541,15Mb,resnet50,7.832876,102541558,0.0,0.9019464254379272
drum,0.533129,541,15Mb,resnet50,7.88574,102541558,0.0,0.9019464254379272
drum,0.53206,541,15Mb,resnet50,10.718502,102541558,0.0,0.9019464254379272
drum,0.532075,541,15Mb,resnet50,8.263277,102541558,0.0,0.9019464254379272
drum,0.534006,541,15Mb,resnet50,10.589571,102541558,0.0,0.9019464254379272
drum,0.531673,541,15Mb,resnet50,10.525538,102541558,0.0,0.9019464254379272
drum,0.531174,541,15Mb,resnet50,7.835252,102541558,0.0,0.9019464254379272
drum,0.530907,541,15Mb,resnet50,8.077947,102541558,0.0,0.9019464254379272
drum,0.531578,541,15Mb,resnet50,10.226995,102541558,0.0,0.9019464254379272
drum,0.528738,541,15Mb,resnet50,7.258873,102541558,0.0,0.9019464254379272
drum,0.530971,541,15Mb,resnet50,7.67809,102541558,0.0,0.9019464254379272
drum,0.532127,541,15Mb,resnet50,7.874562,102541558,0.0,0.9019464254379272
drum,0.535476,541,15Mb,resnet50,7.896565,102541558,0.0,0.9019464254379272
drum,0.531117,541,15Mb,resnet50,6.670933,102541558,0.0,0.9019464254379272
drum,0.526929,541,15Mb,resnet50,8.06817,102541558,0.0,0.9019464254379272
drum,0.528445,541,15Mb,resnet50,8.337562,102541558,0.0,0.9019464254379272
drum,0.530027,541,15Mb,resnet50,8.8813,102541558,0.0,0.9019464254379272
drum,0.527175,541,15Mb,resnet50,9.592735,102541558,0.0,0.9019464254379272
drum,0.528487,541,15Mb,resnet50,8.221517,102541558,0.0,0.9019464254379272
drum,0.550501,541,15Mb,resnet50,6.869681,102541558,0.0,0.9019464254379272
drum,0.554066,541,15Mb,resnet50,9.220805,102541558,0.0,0.9019464254379272
drum,0.558447,541,15Mb,resnet50,9.368051,102541558,0.0,0.9019464254379272
drum,0.5511,541,15Mb,resnet50,8.525248,102541558,0.0,0.9019464254379272
drum,0.551082,541,15Mb,resnet50,9.079041,102541558,0.0,0.9019464254379272
drum,0.547427,541,15Mb,resnet50,8.970277,102541558,0.0,0.9019464254379272
drum,0.552636,541,15Mb,resnet50,9.61232,102541558,0.0,0.9019464254379272
drum,0.528337,541,15Mb,resnet50,8.877943,102541558,0.0,0.9019464254379272
drum,0.547743,541,15Mb,resnet50,10.082014,102541558,0.0,0.9019464254379272
drum,0.541108,541,15Mb,resnet50,10.744154,102541558,0.0,0.9019464254379272
drum,0.531119,541,15Mb,resnet50,8.202049,102541558,0.0,0.9019464254379272
drum,0.531543,541,15Mb,resnet50,8.590524,102541558,0.0,0.9019464254379272
drum,0.550661,541,15Mb,resnet50,7.65476,102541558,0.0,0.9019464254379272
drum,0.551333,541,15Mb,resnet50,8.285639,102541558,0.0,0.9019464254379272
drum,0.531412,541,15Mb,resnet50,9.236583,102541558,0.0,0.9019464254379272
drum,0.538778,541,15Mb,resnet50,7.476089,102541558,0.0,0.9019464254379272
drum,0.537913,541,15Mb,resnet50,7.787528,102541558,0.0,0.9019464254379272
drum,0.531475,541,15Mb,resnet50,8.731107,102541558,0.0,0.9019464254379272
drum,0.548404,541,15Mb,resnet50,9.453771,102541558,0.0,0.9019464254379272
drum,0.534563,541,15Mb,resnet50,10.10733,102541558,0.0,0.9019464254379272
drum,0.533162,541,15Mb,resnet50,11.077676,102541558,0.0,0.9019464254379272
drum,0.529626,541,15Mb,resnet50,10.270363,102541558,0.0,0.9019464254379272
drum,0.555774,541,15Mb,resnet50,9.269242,102541558,0.0,0.9019464254379272
drum,0.536009,541,15Mb,resnet50,7.834054,102541558,0.0,0.9019464254379272
drum,0.531436,541,15Mb,resnet50,8.262279,102541558,0.0,0.9019464254379272
drum,0.532286,541,15Mb,resnet50,11.426905,102541558,0.0,0.9019464254379272
drum,0.530378,541,15Mb,resnet50,9.644987,102541558,0.0,0.9019464254379272
drum,0.532098,541,15Mb,resnet50,8.571169,102541558,0.0,0.9019464254379272
drum,0.537043,541,15Mb,resnet50,8.030719,102541558,0.0,0.9019464254379272
drum,0.527951,541,15Mb,resnet50,9.950854,102541558,0.0,0.9019464254379272
drum,0.53052,541,15Mb,resnet50,12.886738,102541558,0.0,0.9019464254379272
drum,0.556064,541,15Mb,resnet50,10.597838,102541558,0.0,0.9019464254379272
drum,0.53086,541,15Mb,resnet50,8.685139,102541558,0.0,0.9019464254379272
drum,0.531385,541,15Mb,resnet50,7.994776,102541558,0.0,0.9019464254379272
drum,0.555081,541,15Mb,resnet50,8.198011,102541558,0.0,0.9019464254379272
drum,0.528479,541,15Mb,resnet50,8.340123,102541558,0.0,0.9019464254379272
drum,0.555924,541,15Mb,resnet50,8.619807,102541558,0.0,0.9019464254379272
drum,0.536239,541,15Mb,resnet50,8.490809,102541558,0.0,0.9019464254379272
drum,0.53773,541,15Mb,resnet50,9.758102,102541558,0.0,0.9019464254379272
drum,0.544145,541,15Mb,resnet50,8.162971,102541558,0.0,0.9019464254379272
drum,0.551643,541,15Mb,resnet50,7.707279,102541558,0.0,0.9019464254379272
drum,0.533445,541,15Mb,resnet50,8.881646,102541558,0.0,0.9019464254379272
drum,0.529886,541,15Mb,resnet50,8.121689,102541558,0.0,0.9019464254379272
drum,0.532191,541,15Mb,resnet50,9.57021,102541558,0.0,0.9019464254379272
drum,0.548242,541,15Mb,resnet50,8.669113,102541558,0.0,0.9019464254379272
drum,0.531277,541,15Mb,resnet50,9.225733,102541558,0.0,0.9019464254379272
drum,0.546529,541,15Mb,resnet50,11.911115,102541558,0.0,0.9019464254379272
drum,0.534711,541,15Mb,resnet50,7.832681,102541558,0.0,0.9019464254379272
drum,0.537594,541,15Mb,resnet50,7.735944,102541558,0.0,0.9019464254379272
drum,0.535482,541,15Mb,resnet50,10.782853,102541558,0.0,0.9019464254379272
drum,0.534036,541,15Mb,resnet50,8.024002,102541558,0.0,0.9019464254379272
drum,0.548074,541,15Mb,resnet50,8.302779,102541558,0.0,0.9019464254379272
drum,0.532995,541,15Mb,resnet50,9.474547,102541558,0.0,0.9019464254379272
drum,0.530671,541,15Mb,resnet50,8.946794,102541558,0.0,0.9019464254379272
drum,0.530824,541,15Mb,resnet50,8.447716,102541558,0.0,0.9019464254379272
drum,0.535894,541,15Mb,resnet50,8.926099,102541558,0.0,0.9019464254379272
drum,0.554497,541,15Mb,resnet50,7.858833,102541558,0.0,0.9019464254379272
drum,0.541095,541,15Mb,resnet50,9.680899,102541558,0.0,0.9019464254379272
drum,0.537524,541,15Mb,resnet50,9.022686,102541558,0.0,0.9019464254379272
drum,0.5413,541,15Mb,resnet50,7.421836,102541558,0.0,0.9019464254379272
drum,0.649471,541,15Mb,resnet152,7.876089,241671866,1.246145,0.7431333065032959
drum,0.626333,541,15Mb,resnet152,8.066157,241671866,0.0,0.7431333065032959
drum,0.642156,541,15Mb,resnet152,8.511571,241671866,0.0,0.7431333065032959
drum,0.632459,541,15Mb,resnet152,7.557786,241671866,0.0,0.7431333065032959
drum,0.64229,541,15Mb,resnet152,7.95873,241671866,0.0,0.7431333065032959
drum,0.640152,541,15Mb,resnet152,6.88805,241671866,0.0,0.7431333065032959
drum,0.653155,541,15Mb,resnet152,7.434429,241671866,0.0,0.7431333065032959
drum,0.6405,541,15Mb,resnet152,8.881129,241671866,0.0,0.7431333065032959
drum,0.63636,541,15Mb,resnet152,7.682562,241671866,0.0,0.7431333065032959
drum,0.704471,541,15Mb,resnet152,7.646422,241671866,0.0,0.7431333065032959
drum,0.631994,541,15Mb,resnet152,8.919134,241671866,0.0,0.7431333065032959
drum,0.677325,541,15Mb,resnet152,7.995847,241671866,0.0,0.7431333065032959
drum,0.634089,541,15Mb,resnet152,7.831305,241671866,0.0,0.7431333065032959
drum,0.635633,541,15Mb,resnet152,8.421717,241671866,0.0,0.7431333065032959
drum,0.640676,541,15Mb,resnet152,7.970686,241671866,0.0,0.7431333065032959
drum,0.635526,541,15Mb,resnet152,7.339395,241671866,0.0,0.7431333065032959
drum,0.639599,541,15Mb,resnet152,7.916636,241671866,0.0,0.7431333065032959
drum,0.635569,541,15Mb,resnet152,10.064464,241671866,0.0,0.7431333065032959
drum,0.63406,541,15Mb,resnet152,8.322378,241671866,0.0,0.7431333065032959
drum,0.640581,541,15Mb,resnet152,10.22142,241671866,0.0,0.7431333065032959
drum,0.654123,541,15Mb,resnet152,7.916068,241671866,0.0,0.7431333065032959
drum,0.634235,541,15Mb,resnet152,7.753053,241671866,0.0,0.7431333065032959
drum,0.647012,541,15Mb,resnet152,9.134834,241671866,0.0,0.7431333065032959
drum,0.642033,541,15Mb,resnet152,8.415692,241671866,0.0,0.7431333065032959
drum,0.636581,541,15Mb,resnet152,8.327351,241671866,0.0,0.7431333065032959
drum,0.626988,541,15Mb,resnet152,8.523555,241671866,0.0,0.7431333065032959
drum,0.635469,541,15Mb,resnet152,8.054129,241671866,0.0,0.7431333065032959
drum,0.630727,541,15Mb,resnet152,10.285259,241671866,0.0,0.7431333065032959
drum,0.680824,541,15Mb,resnet152,9.021494,241671866,0.0,0.7431333065032959
drum,0.63281,541,15Mb,resnet152,8.493412,241671866,0.0,0.7431333065032959
drum,0.633901,541,15Mb,resnet152,8.431432,241671866,0.0,0.7431333065032959
