duration_seconds,cpu0_package_joules,cpu0_core_joules,cpu0_uncore_joules,cpu0_dram_joules,image,model
10.853455,33.797241,24.319092,0.156860,7.106384,15Mb,resnet34
8.285731,28.447205,20.912537,0.127686,5.531738,15Mb,resnet34
7.570906,26.340088,19.508667,0.111023,5.009766,15Mb,resnet34
7.617284,26.950562,19.880920,0.136841,5.081848,15Mb,resnet34
7.541236,26.597290,19.823120,0.120605,4.985718,15Mb,resnet34
7.332558,25.645020,19.118042,0.123230,4.898193,15Mb,resnet34
6.969431,24.465027,18.527405,0.080750,4.582031,15Mb,resnet34
7.584325,26.499756,19.631287,0.124329,5.055298,15Mb,resnet34
8.479535,28.274414,20.882935,0.136292,5.558533,15Mb,resnet34
7.391250,26.546631,19.694763,0.136230,4.958862,15Mb,resnet34
8.159753,27.944763,20.682129,0.136841,5.431091,15Mb,resnet34
8.584083,30.929810,22.826843,0.193970,5.768127,15Mb,resnet34
7.656571,26.973083,20.078003,0.132507,5.120239,15Mb,resnet34
7.749256,26.372620,19.717407,0.096619,5.057251,15Mb,resnet34
9.796604,37.103821,28.391724,0.150208,6.633423,15Mb,resnet34
10.838361,34.836182,25.162476,0.166687,7.151855,15Mb,resnet34
10.300687,33.482361,24.230957,0.161560,6.800537,15Mb,resnet34
9.470400,30.672485,22.283081,0.144409,6.233704,15Mb,resnet34
9.486954,31.298584,22.928711,0.142029,6.259460,15Mb,resnet34
10.537052,33.127319,24.620422,0.056580,6.691650,15Mb,resnet34
9.945356,32.316711,23.564880,0.145935,6.566162,15Mb,resnet34
8.042951,27.705750,20.397583,0.130127,5.361755,15Mb,resnet34
10.104267,32.335205,23.459106,0.148315,6.678528,15Mb,resnet34
11.741765,36.574463,26.348206,0.173462,7.699219,15Mb,resnet34
9.221397,30.435120,22.230347,0.138000,6.089111,15Mb,resnet34
11.451120,33.901123,24.895325,0.084045,7.280579,15Mb,resnet34
9.079022,29.769897,21.878357,0.137207,5.944214,15Mb,resnet34
12.693104,37.634155,26.890381,0.180359,8.283508,15Mb,resnet34
15.050069,41.882751,29.536072,0.187256,9.668884,15Mb,resnet34
16.826616,45.983215,32.484375,0.195435,10.774109,15Mb,resnet34
13.315049,38.196106,27.346497,0.173157,8.598511,15Mb,resnet34
9.060442,29.839355,21.920532,0.132874,5.947693,15Mb,resnet34
10.938837,33.410645,24.182861,0.148071,7.121521,15Mb,resnet34
9.983135,31.928955,23.244751,0.148499,6.578491,15Mb,resnet34
10.751322,32.808838,23.999084,0.122070,6.951355,15Mb,resnet34
11.219342,33.952087,24.535034,0.149353,7.281433,15Mb,resnet34
9.810413,31.889526,23.189819,0.136719,6.468506,15Mb,resnet34
9.330334,30.935486,22.740112,0.140442,6.153503,15Mb,resnet34
9.495162,30.560791,22.289673,0.114197,6.195679,15Mb,resnet34
8.629237,29.035706,21.393555,0.147034,5.722107,15Mb,resnet34
12.347689,35.743103,26.119019,0.091736,7.838623,15Mb,resnet34
7.776770,27.370178,20.296753,0.133057,5.206360,15Mb,resnet34
6.828081,25.183533,18.769226,0.125549,4.592163,15Mb,resnet34
7.171294,26.304321,19.563843,0.119690,4.817200,15Mb,resnet34
9.380846,30.420166,22.182800,0.140137,6.151917,15Mb,resnet34
9.081576,29.772949,21.729065,0.140137,6.052612,15Mb,resnet34
10.978663,33.807190,24.386597,0.131714,7.177612,15Mb,resnet34
8.934860,29.394836,21.582153,0.131592,5.934692,15Mb,resnet34
11.530799,35.409668,25.473511,0.166809,7.577881,15Mb,resnet34
12.631096,37.609802,26.924744,0.168396,8.182129,15Mb,resnet34
11.434081,35.330322,25.429688,0.158813,7.509705,15Mb,resnet34
8.616830,28.935791,21.343262,0.113342,5.652283,15Mb,resnet34
10.036988,31.849731,23.090027,0.148254,6.566101,15Mb,resnet34
11.563332,34.961365,25.269958,0.135864,7.458984,15Mb,resnet34
11.236912,34.263306,24.809021,0.149414,7.319092,15Mb,resnet34
9.669623,30.779602,22.472534,0.136719,6.339539,15Mb,resnet34
9.832389,30.854919,22.575073,0.139648,6.415771,15Mb,resnet34
9.989170,32.631165,23.894592,0.158569,6.674133,15Mb,resnet34
8.989298,30.038452,22.111206,0.138306,5.930664,15Mb,resnet34
9.984465,31.749390,23.081055,0.147827,6.582520,15Mb,resnet34
11.890833,36.494507,26.382263,0.153442,7.798889,15Mb,resnet34
11.209831,34.418640,24.923218,0.136536,7.316772,15Mb,resnet34
12.864614,37.931335,27.194397,0.178528,8.378540,15Mb,resnet34
11.536370,35.099915,25.205872,0.159241,7.516968,15Mb,resnet34
10.069141,31.891724,23.229797,0.142883,6.630859,15Mb,resnet34
9.664569,30.763855,22.385986,0.117981,6.316223,15Mb,resnet34
8.442461,28.125793,20.774780,0.118347,5.555542,15Mb,resnet34
8.861297,29.612061,21.794556,0.141541,5.906433,15Mb,resnet34
8.881156,28.515564,20.840515,0.111084,5.785706,15Mb,resnet34
9.175822,30.274048,22.181091,0.145325,6.058228,15Mb,resnet34
8.945573,29.206177,21.322815,0.135864,5.868774,15Mb,resnet34
8.646298,29.058167,21.470703,0.137634,5.736816,15Mb,resnet34
9.256914,29.500305,21.630554,0.109436,6.010376,15Mb,resnet34
9.618626,37.247864,28.586914,0.137756,6.476196,15Mb,resnet34
8.947175,29.631775,21.771423,0.131714,5.875793,15Mb,resnet34
7.961613,27.243042,20.089417,0.139954,5.300049,15Mb,resnet34
9.122890,29.955017,21.919434,0.142700,6.026611,15Mb,resnet34
11.163069,33.617798,24.309448,0.155334,7.327942,15Mb,resnet34
9.786586,30.252075,22.365051,0.097229,6.304932,15Mb,resnet34
8.126500,27.616943,20.417603,0.126770,5.408081,15Mb,resnet34
8.558858,28.486389,20.991516,0.133423,5.640015,15Mb,resnet34
10.047414,31.714661,23.033875,0.149353,6.585083,15Mb,resnet34
8.851792,29.231140,21.375488,0.143188,5.882080,15Mb,resnet34
7.337401,26.500000,19.770569,0.125122,4.914124,15Mb,resnet34
8.445427,28.040405,20.598572,0.127502,5.550537,15Mb,resnet34
8.456072,28.619568,21.207092,0.130310,5.604187,15Mb,resnet34
9.656698,32.135498,23.495728,0.151184,6.442444,15Mb,resnet34
9.036441,30.119019,21.989502,0.138245,5.982605,15Mb,resnet34
8.862642,28.985962,21.208984,0.132141,5.878357,15Mb,resnet34
14.038706,61.739746,48.938965,0.186829,9.482727,15Mb,resnet50
9.568406,30.526794,22.680176,0.071655,6.164551,15Mb,resnet50
7.116721,25.951599,19.318237,0.132324,4.834595,15Mb,resnet50
8.150832,27.902344,20.680847,0.132568,5.507385,15Mb,resnet50
7.854913,27.475281,20.346924,0.126587,5.318542,15Mb,resnet50
9.152332,30.250122,22.100891,0.117249,6.070618,15Mb,resnet50
8.388021,28.451721,20.956909,0.139771,5.575562,15Mb,resnet50
9.616873,31.342346,22.879089,0.143738,6.396729,15Mb,resnet50
8.662534,28.412903,21.348389,0.056519,5.613159,15Mb,resnet50
9.277914,30.915466,22.707092,0.135620,6.160828,15Mb,resnet50
7.717114,26.939514,19.832581,0.129395,5.161194,15Mb,resnet50
8.780365,29.626770,21.869202,0.138733,5.866211,15Mb,resnet50
9.282967,30.829224,22.845459,0.140747,6.201233,15Mb,resnet50
9.263913,30.553223,22.463074,0.140930,6.188232,15Mb,resnet50
8.787921,29.212158,21.642822,0.127625,5.800842,15Mb,resnet50
8.339190,28.111450,20.885071,0.116150,5.538086,15Mb,resnet50
8.540785,28.944336,21.419983,0.132996,5.655396,15Mb,resnet50
7.677841,27.300476,20.344543,0.125671,5.166138,15Mb,resnet50
8.487818,28.782593,21.479370,0.135986,5.629822,15Mb,resnet50
8.383252,28.697205,21.224182,0.132385,5.609741,15Mb,resnet50
8.268863,28.885193,21.367126,0.134766,5.546753,15Mb,resnet50
8.432277,28.589966,21.588623,0.071838,5.440308,15Mb,resnet50
8.476112,29.372498,21.848328,0.129883,5.635315,15Mb,resnet50
11.317082,34.881104,25.323914,0.153015,7.416077,15Mb,resnet50
8.852165,29.855591,22.030457,0.110779,5.828857,15Mb,resnet50
11.194551,34.436951,24.871399,0.153320,7.333801,15Mb,resnet50
11.112715,34.447083,24.886047,0.161194,7.252075,15Mb,resnet50
8.422818,29.001587,21.319580,0.140930,5.612793,15Mb,resnet50
8.667175,29.245544,21.664612,0.131165,5.773743,15Mb,resnet50
10.817318,33.648926,24.408081,0.155090,7.134949,15Mb,resnet50
7.845215,27.275635,20.197388,0.129395,5.279846,15Mb,resnet50
8.261192,28.307800,20.897461,0.135254,5.473816,15Mb,resnet50
8.469726,28.359619,20.991882,0.116211,5.592834,15Mb,resnet50
8.500332,28.777039,21.243530,0.137512,5.683411,15Mb,resnet50
7.259405,26.345276,19.749817,0.123779,4.875793,15Mb,resnet50
8.637635,29.376282,21.616760,0.131226,5.702820,15Mb,resnet50
8.933383,29.997742,22.047058,0.136963,5.874695,15Mb,resnet50
9.469496,31.424316,23.158203,0.138367,6.220642,15Mb,resnet50
10.191330,32.623474,23.987244,0.143982,6.676331,15Mb,resnet50
8.816865,29.500000,21.824768,0.132751,5.822021,15Mb,resnet50
7.484265,26.735962,20.027222,0.134155,5.009583,15Mb,resnet50
9.840006,31.233276,22.963867,0.140320,6.447937,15Mb,resnet50
9.978333,32.175598,23.742432,0.155701,6.616333,15Mb,resnet50
9.134429,30.527588,22.552490,0.139587,6.005737,15Mb,resnet50
9.699881,31.181702,23.091309,0.113098,6.284302,15Mb,resnet50
9.577603,31.849487,23.417053,0.147278,6.378784,15Mb,resnet50
10.218644,33.135620,24.281128,0.155701,6.738220,15Mb,resnet50
9.461987,31.746460,23.458008,0.134766,6.288208,15Mb,resnet50
10.671273,33.938904,24.766846,0.149292,6.980652,15Mb,resnet50
11.345219,35.836121,26.134399,0.153503,7.414429,15Mb,resnet50
8.791226,36.619324,28.448547,0.138184,6.051514,15Mb,resnet50
9.180351,31.856140,23.486328,0.182739,6.155518,15Mb,resnet50
8.271448,29.010437,21.469971,0.140564,5.566223,15Mb,resnet50
8.905173,30.771729,22.686768,0.143677,5.933838,15Mb,resnet50
9.897399,32.833069,24.103210,0.140869,6.577332,15Mb,resnet50
8.075701,28.249634,21.142273,0.117554,5.376038,15Mb,resnet50
8.392721,29.280945,21.766052,0.138123,5.588989,15Mb,resnet50
9.320780,31.436646,23.038513,0.146423,6.159180,15Mb,resnet50
10.068334,33.205872,24.248352,0.155884,6.614929,15Mb,resnet50
10.700193,33.930359,24.666077,0.160095,7.071350,15Mb,resnet50
11.644211,36.237305,26.156921,0.158447,7.596558,15Mb,resnet50
10.868712,33.103088,24.666260,0.053406,6.945984,15Mb,resnet50
9.899857,32.130615,23.448303,0.143311,6.479065,15Mb,resnet50
8.428997,29.151123,21.590759,0.133179,5.632019,15Mb,resnet50
8.865975,29.819763,21.974243,0.135620,5.849365,15Mb,resnet50
12.019784,37.272888,27.139404,0.167358,7.806335,15Mb,resnet50
10.234496,32.765747,24.061890,0.147583,6.703674,15Mb,resnet50
9.161543,29.420166,22.182312,0.069458,5.867310,15Mb,resnet50
8.639197,29.876343,22.303101,0.142944,5.752808,15Mb,resnet50
10.532572,33.699646,24.664734,0.148987,6.915894,15Mb,resnet50
13.514401,39.998657,28.934814,0.175659,8.796753,15Mb,resnet50
11.214612,34.520081,25.128174,0.158325,7.308777,15Mb,resnet50
9.279175,30.744690,22.563232,0.096252,6.070862,15Mb,resnet50
8.588653,29.777527,22.048523,0.132019,5.711426,15Mb,resnet50
8.812156,30.080139,22.169250,0.133728,5.880920,15Mb,resnet50
8.924755,30.115417,22.222900,0.143921,5.923340,15Mb,resnet50
9.243535,30.458191,22.384888,0.141235,6.121338,15Mb,resnet50
9.088174,30.979980,22.718811,0.160645,6.096680,15Mb,resnet50
10.356983,31.867615,23.363220,0.113342,6.680725,15Mb,resnet50
8.773219,29.527832,21.772888,0.141296,5.806274,15Mb,resnet50
8.320834,28.281189,20.768677,0.128784,5.531677,15Mb,resnet50
9.471065,31.419800,23.070862,0.137512,6.271179,15Mb,resnet50
8.709459,29.665161,21.889893,0.129028,5.815857,15Mb,resnet50
10.163315,32.734680,23.877930,0.150513,6.693604,15Mb,resnet50
9.275488,30.552124,22.687500,0.107727,6.065857,15Mb,resnet50
9.825567,31.648987,23.183838,0.150452,6.462830,15Mb,resnet50
12.513493,37.108276,26.659119,0.165527,8.136536,15Mb,resnet50
8.420690,29.080505,21.635437,0.140137,5.638367,15Mb,resnet50
8.337482,28.784607,21.226685,0.134216,5.604492,15Mb,resnet50
11.385883,35.344360,25.716736,0.159302,7.549927,15Mb,resnet50
8.611944,29.036499,21.389160,0.130859,5.714783,15Mb,resnet50
8.908864,29.939575,22.046265,0.135864,5.963867,15Mb,resnet50
10.065046,32.627258,23.842285,0.141968,6.671692,15Mb,resnet50
9.532577,31.957214,23.624512,0.150940,6.343018,15Mb,resnet50
9.036273,31.070801,22.911499,0.143311,5.999939,15Mb,resnet50
9.519646,30.616455,22.683350,0.106201,6.135925,15Mb,resnet50
8.471907,29.502502,21.802856,0.140625,5.681335,15Mb,resnet50
10.275913,33.447205,24.387756,0.147888,6.766663,15Mb,resnet50
9.618756,31.436035,23.085571,0.143250,6.303650,15Mb,resnet50
8.022280,28.533630,21.173645,0.136292,5.409302,15Mb,resnet50
11.453801,51.429382,40.522522,0.143860,7.696838,15Mb,resnet18
7.051119,25.087891,18.445923,0.107239,4.613159,15Mb,resnet18
6.260008,26.759644,19.669556,0.523193,4.636597,15Mb,resnet18
7.688841,26.075378,19.060303,0.106445,5.002258,15Mb,resnet18
6.626403,24.061218,17.788574,0.098816,4.369995,15Mb,resnet18
7.151827,24.786987,18.179810,0.101990,4.665588,15Mb,resnet18
8.394080,28.217163,20.688232,0.116882,5.500854,15Mb,resnet18
7.504401,25.703064,18.924438,0.104309,4.905396,15Mb,resnet18
7.187249,25.171936,18.671875,0.101929,4.651123,15Mb,resnet18
7.005571,24.097290,17.992249,0.065186,4.477478,15Mb,resnet18
7.214350,25.389038,18.647949,0.113586,4.713318,15Mb,resnet18
7.216149,25.110107,18.624268,0.103271,4.664185,15Mb,resnet18
7.800390,26.800232,19.778503,0.104980,5.114197,15Mb,resnet18
9.117780,29.839111,21.724915,0.117798,5.965942,15Mb,resnet18
9.068715,29.471497,21.424988,0.117981,5.853577,15Mb,resnet18
8.245674,27.802429,20.324768,0.111694,5.404602,15Mb,resnet18
9.191421,29.114990,21.547729,0.059082,5.871582,15Mb,resnet18
7.966588,26.969727,19.655823,0.109863,5.235657,15Mb,resnet18
8.330576,28.132996,20.446899,0.115173,5.435425,15Mb,resnet18
8.126253,27.475220,20.095093,0.106384,5.338745,15Mb,resnet18
8.092308,27.386414,19.854553,0.107239,5.322754,15Mb,resnet18
7.612067,26.238831,19.326416,0.100342,5.003662,15Mb,resnet18
7.917759,26.941223,19.684326,0.111145,5.185303,15Mb,resnet18
7.673668,25.513123,18.887695,0.062622,4.913330,15Mb,resnet18
9.543524,30.394470,21.955627,0.125488,6.219360,15Mb,resnet18
6.983071,24.565063,18.030273,0.102722,4.544067,15Mb,resnet18
8.270037,27.914062,20.407654,0.107239,5.428406,15Mb,resnet18
7.717936,26.635498,19.537781,0.116455,5.079163,15Mb,resnet18
7.193790,26.225281,19.221008,0.228333,4.862976,15Mb,resnet18
7.261550,27.655212,20.054932,0.227478,5.036865,15Mb,resnet18
7.305026,25.531616,18.973877,0.071289,4.678894,15Mb,resnet18
9.405368,29.698120,21.402710,0.114868,6.094421,15Mb,resnet18
8.796430,28.650391,20.829773,0.118408,5.677917,15Mb,resnet18
7.732703,26.841675,19.697083,0.105164,5.065247,15Mb,resnet18
7.380856,25.309509,18.489075,0.097900,4.807556,15Mb,resnet18
7.376940,25.913757,19.164246,0.108337,4.887817,15Mb,resnet18
7.959105,27.208313,19.974670,0.111145,5.202454,15Mb,resnet18
7.224295,24.516968,18.318848,0.059998,4.614868,15Mb,resnet18
8.284820,27.101440,19.823425,0.106812,5.371948,15Mb,resnet18
7.519811,25.836853,18.964233,0.105469,4.894714,15Mb,resnet18
7.087637,25.647766,18.886597,0.108826,4.700378,15Mb,resnet18
7.474470,26.120056,19.181030,0.103210,4.815796,15Mb,resnet18
8.336620,28.178406,20.609314,0.117432,5.433289,15Mb,resnet18
7.298614,25.968262,19.162170,0.099243,4.777771,15Mb,resnet18
6.735627,24.411682,18.167419,0.081421,4.349976,15Mb,resnet18
8.038066,27.489929,20.179810,0.103394,5.196350,15Mb,resnet18
6.349997,24.102295,17.904114,0.090332,4.219238,15Mb,resnet18
7.947626,27.149658,19.843079,0.109436,5.191711,15Mb,resnet18
9.127419,30.806946,22.339844,0.156860,6.052185,15Mb,resnet18
7.152428,25.060425,18.378296,0.107849,4.645386,15Mb,resnet18
6.620478,24.414917,18.005981,0.119568,4.413452,15Mb,resnet18
9.726849,31.107910,22.701050,0.107605,6.317871,15Mb,resnet18
9.946951,37.524780,28.513367,0.139893,6.671143,15Mb,resnet18
8.883152,30.573730,22.258484,0.219727,5.945557,15Mb,resnet18
7.351379,26.127197,19.276855,0.131104,4.805420,15Mb,resnet18
6.133781,23.136414,17.079895,0.125610,4.115356,15Mb,resnet18
6.012631,22.985657,17.139038,0.108459,4.038452,15Mb,resnet18
8.773973,29.216003,21.320007,0.137085,5.807556,15Mb,resnet18
6.896779,24.604187,18.368164,0.101929,4.501404,15Mb,resnet18
7.554893,26.484619,19.394287,0.127747,4.976013,15Mb,resnet18
8.033755,27.386841,20.020630,0.128906,5.309692,15Mb,resnet18
7.365489,26.158447,19.347656,0.124451,4.892212,15Mb,resnet18
6.217842,23.576233,17.570984,0.118469,4.089355,15Mb,resnet18
6.644240,24.261230,17.853210,0.139465,4.440735,15Mb,resnet18
10.585939,32.814453,23.632812,0.160461,6.935059,15Mb,resnet18
8.325215,27.183960,20.095947,0.102722,5.343323,15Mb,resnet18
8.171021,27.355774,19.999390,0.128540,5.368530,15Mb,resnet18
7.586678,26.261597,19.301636,0.126221,5.009766,15Mb,resnet18
9.419250,29.951965,21.826782,0.137451,6.110596,15Mb,resnet18
9.309206,30.306335,22.044983,0.138672,6.104004,15Mb,resnet18
10.160361,31.854675,22.910339,0.152283,6.569275,15Mb,resnet18
7.808922,27.732483,20.429504,0.183228,5.230164,15Mb,resnet18
7.550118,27.113953,20.056030,0.140442,5.070435,15Mb,resnet18
6.697314,24.591858,18.186890,0.124634,4.447144,15Mb,resnet18
7.578059,26.719116,19.618225,0.129517,4.988525,15Mb,resnet18
7.144977,25.453430,18.714539,0.123230,4.657349,15Mb,resnet18
9.383366,31.567810,22.792847,0.224182,6.219543,15Mb,resnet18
7.145952,26.161194,19.271362,0.137573,4.812134,15Mb,resnet18
6.922099,25.294006,18.771729,0.122314,4.567017,15Mb,resnet18
6.386850,23.728638,17.707031,0.114624,4.242432,15Mb,resnet18
6.709027,24.548462,18.169739,0.116882,4.454285,15Mb,resnet18
6.877974,24.635864,18.096008,0.119812,4.522400,15Mb,resnet18
8.496680,28.977905,21.085388,0.140808,5.616150,15Mb,resnet18
11.806459,35.371155,25.153564,0.178833,7.577454,15Mb,resnet18
6.872632,24.947571,18.447266,0.117554,4.520447,15Mb,resnet18
7.382675,26.140015,19.467468,0.094360,4.810486,15Mb,resnet18
7.799891,29.214661,21.270996,0.341919,5.471008,15Mb,resnet18
8.774346,29.496887,21.518494,0.143188,5.807678,15Mb,resnet18
8.732794,28.948669,21.028931,0.141235,5.717834,15Mb,resnet18
15.910130,44.380676,31.065308,0.203369,10.265442,15Mb,resnet18
7.831910,26.912537,19.718628,0.127991,5.194031,15Mb,resnet18
7.798111,24.834534,18.517456,0.080994,4.984497,15Mb,resnet18
8.005425,27.380188,20.075195,0.137085,5.302368,15Mb,resnet18
9.507873,30.645447,22.338440,0.144043,6.271057,15Mb,resnet18
8.565893,28.041992,20.428223,0.140503,5.674133,15Mb,resnet18
7.488953,26.060181,19.063171,0.213684,5.055786,15Mb,resnet18
8.483914,27.392273,20.079163,0.136108,5.585938,15Mb,resnet18
7.808458,26.345520,19.367676,0.128784,5.194641,15Mb,resnet18
6.733585,23.063721,17.428955,0.033081,4.312500,15Mb,resnet18
7.422694,25.442383,18.818909,0.130676,4.933472,15Mb,resnet18
13.674347,69.726257,56.637451,0.165894,9.417603,15Mb,resnet152
8.745964,30.686462,23.428040,0.056702,5.637634,15Mb,resnet152
9.222358,32.865173,24.586426,0.142761,6.122681,15Mb,resnet152
8.250860,31.124634,23.589172,0.134827,5.567810,15Mb,resnet152
8.652389,31.718384,23.841248,0.132446,5.791138,15Mb,resnet152
7.582444,29.563904,22.509888,0.128784,5.138367,15Mb,resnet152
8.140689,30.281860,23.088440,0.125793,5.476807,15Mb,resnet152
9.577670,33.674683,25.224243,0.142456,6.431580,15Mb,resnet152
8.377948,31.864990,24.187317,0.137939,5.685181,15Mb,resnet152
8.418307,32.653503,24.443237,0.291321,5.881165,15Mb,resnet152
9.648923,33.186951,24.826721,0.144409,6.439148,15Mb,resnet152
8.731810,32.216736,24.284973,0.142090,5.880981,15Mb,resnet152
8.522321,31.048157,23.567017,0.132202,5.775146,15Mb,resnet152
9.125630,38.767456,30.581055,0.129700,6.312805,15Mb,resnet152
8.674902,31.976013,24.255554,0.131958,5.863281,15Mb,resnet152
8.029805,30.145569,23.045288,0.133789,5.406677,15Mb,resnet152
8.615516,31.964172,24.196777,0.147156,5.832703,15Mb,resnet152
10.760376,36.282593,27.152344,0.147644,7.122437,15Mb,resnet152
9.017476,32.611267,24.592590,0.135742,6.085571,15Mb,resnet152
10.926248,36.134705,27.255554,0.109436,7.143250,15Mb,resnet152
8.629374,31.964844,24.223877,0.131653,5.764954,15Mb,resnet152
8.446476,31.684326,23.902039,0.136597,5.714233,15Mb,resnet152
9.843570,34.708374,25.981995,0.146118,6.570251,15Mb,resnet152
9.123704,33.262024,25.019714,0.137573,6.118896,15Mb,resnet152
9.036333,32.464722,24.400757,0.140503,6.041443,15Mb,resnet152
9.213666,32.763428,24.759705,0.108643,6.065735,15Mb,resnet152
8.754269,32.019714,24.284973,0.133118,5.897156,15Mb,resnet152
10.978421,36.804443,27.275574,0.148865,7.287415,15Mb,resnet152
9.764610,34.692871,26.071411,0.150696,6.583740,15Mb,resnet152
9.186635,33.110779,24.843506,0.138367,6.174561,15Mb,resnet152
9.123005,32.679749,24.443665,0.143555,6.108215,15Mb,resnet152
9.035453,31.905823,24.358887,0.102356,5.923828,15Mb,resnet152
9.028949,32.900085,24.884277,0.148926,6.103027,15Mb,resnet152
10.512667,35.894958,26.638733,0.146790,6.959656,15Mb,resnet152
10.702234,36.037659,26.791504,0.151428,7.085815,15Mb,resnet152
8.768535,31.998535,24.144958,0.136353,5.871460,15Mb,resnet152
11.843557,38.818115,28.671936,0.171448,7.845398,15Mb,resnet152
9.176666,34.455811,25.766418,0.262024,6.263245,15Mb,resnet152
10.542989,35.683289,26.773071,0.151550,7.033875,15Mb,resnet152
9.435269,33.818176,25.495972,0.145691,6.312378,15Mb,resnet152
10.712297,36.325073,27.106628,0.151428,7.122253,15Mb,resnet152
9.087505,33.096802,25.002991,0.144287,6.104919,15Mb,resnet152
9.074824,31.499634,24.182251,0.057861,5.882690,15Mb,resnet152
8.157550,31.260071,23.707947,0.141968,5.523193,15Mb,resnet152
10.291671,36.287720,27.107422,0.145142,6.852234,15Mb,resnet152
8.198424,31.386902,23.922302,0.129089,5.571167,15Mb,resnet152
8.373796,31.499512,23.850342,0.135132,5.658264,15Mb,resnet152
8.706865,32.056091,24.314514,0.142334,5.909790,15Mb,resnet152
10.701118,35.795776,26.746704,0.131470,7.018921,15Mb,resnet152
9.234136,32.767517,24.476807,0.146851,6.201660,15Mb,resnet152
8.384918,31.262085,23.746765,0.133240,5.672058,15Mb,resnet152
9.969150,34.407471,25.768860,0.145691,6.590332,15Mb,resnet152
9.780418,34.321594,25.750305,0.152954,6.499329,15Mb,resnet152
8.972267,32.527039,24.594849,0.140930,6.008667,15Mb,resnet152
8.389015,30.717346,23.454163,0.116089,5.567078,15Mb,resnet152
8.916196,32.286194,24.385071,0.139343,5.955566,15Mb,resnet152
10.539513,36.648499,27.244995,0.154053,6.998230,15Mb,resnet152
8.999689,32.016174,24.120300,0.139465,6.055908,15Mb,resnet152
12.882714,42.141174,31.380859,0.161011,8.490784,15Mb,resnet152
8.937976,32.187256,24.186951,0.134583,6.017761,15Mb,resnet152
10.958748,35.527710,27.108215,0.091675,7.081604,15Mb,resnet152
9.417346,32.541992,24.429810,0.148376,6.241333,15Mb,resnet152
9.629983,34.715271,26.072632,0.142944,6.436401,15Mb,resnet152
8.957664,32.306641,24.378540,0.146423,6.032471,15Mb,resnet152
9.344526,33.268677,25.091797,0.139465,6.261230,15Mb,resnet152
9.015056,31.619751,23.790161,0.125916,5.991699,15Mb,resnet152
9.652579,33.455383,25.325012,0.113464,6.361938,15Mb,resnet152
9.765569,34.579590,25.854980,0.150391,6.555481,15Mb,resnet152
9.126677,33.275574,24.991272,0.150635,6.163574,15Mb,resnet152
9.612472,34.123474,25.442383,0.146545,6.454102,15Mb,resnet152
11.591390,37.978149,28.071228,0.161011,7.662292,15Mb,resnet152
11.514009,38.901367,28.894409,0.205139,7.765747,15Mb,resnet152
11.526059,37.769836,27.858337,0.187073,7.635254,15Mb,resnet152
12.349494,39.237976,28.862488,0.159058,8.111572,15Mb,resnet152
7.486496,28.958801,22.157410,0.128540,5.126038,15Mb,resnet152
9.938908,34.091003,25.591003,0.144592,6.623474,15Mb,resnet152
8.671690,38.908875,30.641846,0.142517,6.073975,15Mb,resnet152
10.444576,34.700867,26.228638,0.069397,6.774780,15Mb,resnet152
9.626988,33.910400,25.333862,0.151245,6.460266,15Mb,resnet152
8.847218,32.119324,24.143372,0.140137,5.938293,15Mb,resnet152
11.310538,36.841187,27.129517,0.155579,7.474976,15Mb,resnet152
9.547438,33.218872,24.821350,0.141174,6.407410,15Mb,resnet152
10.112692,34.886719,26.061096,0.144348,6.783020,15Mb,resnet152
9.167853,31.942993,24.464417,0.070068,5.985107,15Mb,resnet152
10.951226,36.494141,27.102234,0.157593,7.273315,15Mb,resnet152
11.183807,37.303650,27.762390,0.150391,7.455627,15Mb,resnet152
9.594547,33.347778,25.060181,0.143921,6.463257,15Mb,resnet152
8.993791,32.046570,24.154602,0.134827,6.002991,15Mb,resnet152
10.561656,36.064270,27.012634,0.153503,7.082397,15Mb,resnet152
8.666096,31.842468,24.108765,0.141052,5.880005,15Mb,resnet152
8.815171,32.888000,24.821411,0.160156,6.006226,15Mb,resnet152
9.157234,32.898438,24.725830,0.140564,6.076904,15Mb,resnet152
10.701693,36.352722,26.991516,0.156250,7.103210,15Mb,resnet152
8.247566,30.489807,23.032043,0.132019,5.528259,15Mb,resnet152
6.930100,29.178589,22.363525,0.307434,4.904541,15Mb,resnet152
14.357170,44.095825,32.137329,0.197388,9.389771,15Mb,resnet152
8.554432,32.958801,24.619690,0.320679,5.978882,15Mb,resnet152
11.403907,38.246521,28.399414,0.164856,7.621338,15Mb,resnet152
10.382435,35.416565,26.272705,0.153809,6.914673,15Mb,resnet152
9.956948,33.881653,25.385010,0.113953,6.563232,15Mb,resnet152
6.949408,37.885742,31.328613,0.137146,4.900391,1Mb,resnet34
2.633089,8.588989,6.338745,0.089050,1.784119,1Mb,resnet34
2.521080,8.302979,6.149353,0.085022,1.727051,1Mb,resnet34
2.730314,8.625244,6.319031,0.085327,1.835083,1Mb,resnet34
2.491532,8.127930,6.038513,0.085754,1.714111,1Mb,resnet34
2.714135,8.624451,6.328247,0.086975,1.829163,1Mb,resnet34
1.912846,6.545654,4.894287,0.080444,1.331665,1Mb,resnet34
2.406937,7.915466,5.841431,0.094055,1.657349,1Mb,resnet34
2.288568,7.794800,5.738464,0.087585,1.594543,1Mb,resnet34
