duration_seconds,cpu0_package_joules,cpu0_core_joules,cpu0_uncore_joules,cpu0_dram_joules,image,model
1.527116,7.775574,6.510376,0.017090,1.120483,256Kb,resnet152
1.807559,8.469543,7.020691,0.022217,1.276917,256Kb,resnet152
1.606389,9.393494,7.997253,0.008301,1.204102,256Kb,resnet152
1.828568,8.887634,7.358337,0.024109,1.302612,256Kb,resnet152
1.627683,7.835510,6.487122,0.015320,1.164978,256Kb,resnet152
1.513518,7.861450,6.568542,0.025635,1.114807,256Kb,resnet152
1.664626,8.043213,6.652527,0.029907,1.200317,256Kb,resnet152
2.242725,9.112732,7.374878,0.021423,1.532654,256Kb,resnet152
1.830355,8.174805,6.724060,0.020935,1.282104,256Kb,resnet152
1.563803,7.435608,6.250366,0.012756,1.109192,256Kb,resnet152
1.802531,8.150879,6.670227,0.028442,1.267456,256Kb,resnet152
1.855854,8.228210,6.743896,0.021729,1.297668,256Kb,resnet152
2.074833,8.718811,7.002441,0.020752,1.428467,256Kb,resnet152
1.993967,8.711060,7.082642,0.021912,1.380310,256Kb,resnet152
1.710069,8.279846,6.766724,0.026611,1.233276,256Kb,resnet152
1.558598,7.873352,6.517212,0.026123,1.134155,256Kb,resnet152
1.736783,8.144836,6.681641,0.029846,1.247070,256Kb,resnet152
1.515362,7.893250,6.632935,0.020630,1.107239,256Kb,resnet152
1.605590,8.065613,6.689636,0.038757,1.188538,256Kb,resnet152
1.831681,8.457520,6.898071,0.020386,1.299011,256Kb,resnet152
1.726133,8.115662,6.651184,0.028503,1.230408,256Kb,resnet152
1.630645,7.989990,6.674072,0.020630,1.181519,256Kb,resnet152
1.570423,7.994934,6.551880,0.048645,1.170715,256Kb,resnet152
1.670370,8.260864,6.809998,0.030090,1.230652,256Kb,resnet152
1.799260,8.305786,6.807312,0.019592,1.271362,256Kb,resnet152
1.526533,7.792297,6.513123,0.016846,1.107910,256Kb,resnet152
1.711443,8.219727,6.839050,0.020203,1.219177,256Kb,resnet152
1.904475,8.992737,7.389282,0.030884,1.348877,256Kb,resnet152
1.753069,7.683167,6.377930,0.011963,1.208923,256Kb,resnet152
1.499538,7.840271,6.520569,0.027710,1.103638,256Kb,resnet152
1.512440,7.719727,6.466980,0.027100,1.112061,256Kb,resnet152
1.535758,7.721558,6.361328,0.020691,1.115967,256Kb,resnet152
1.639161,7.776123,6.431946,0.015625,1.161926,256Kb,resnet152
1.767781,8.116150,6.632507,0.022461,1.243225,256Kb,resnet152
1.478065,7.539490,6.321777,0.015747,1.070435,256Kb,resnet152
1.713585,8.247681,6.730225,0.021118,1.229309,256Kb,resnet152
1.914185,8.548645,6.928223,0.038147,1.365295,256Kb,resnet152
1.956687,8.425232,6.836060,0.027649,1.361450,256Kb,resnet152
1.646425,7.883728,6.480103,0.028748,1.180176,256Kb,resnet152
1.692040,8.450317,7.046265,0.017151,1.196777,256Kb,resnet152
1.651755,8.117249,6.673645,0.020142,1.195374,256Kb,resnet152
1.706414,8.135376,6.704041,0.028320,1.219421,256Kb,resnet152
1.517387,7.521851,6.318054,0.017639,1.095703,256Kb,resnet152
1.538191,7.716858,6.438965,0.028809,1.127258,256Kb,resnet152
1.842585,8.278259,6.798889,0.028992,1.295288,256Kb,resnet152
1.515027,7.670837,6.411499,0.022888,1.110718,256Kb,resnet152
1.623634,7.918091,6.553833,0.030029,1.191101,256Kb,resnet152
1.649059,7.816284,6.527222,0.017151,1.161987,256Kb,resnet152
1.705935,7.617737,6.439209,0.017151,1.170227,256Kb,resnet152
1.715947,8.129700,6.708252,0.027771,1.230774,256Kb,resnet152
1.474087,7.596313,6.391357,0.015869,1.065979,256Kb,resnet152
1.492879,13.712280,12.144104,0.017090,1.298523,256Kb,resnet152
1.778793,8.310669,6.848694,0.023132,1.255188,256Kb,resnet152
1.764689,8.523804,6.966431,0.019165,1.253052,256Kb,resnet152
1.743179,8.496155,6.975830,0.030212,1.254028,256Kb,resnet152
1.815563,8.367798,6.852539,0.021912,1.283752,256Kb,resnet152
1.652738,8.002563,6.648743,0.028381,1.187012,256Kb,resnet152
1.731558,8.151306,6.688049,0.021301,1.234558,256Kb,resnet152
1.714769,8.065979,6.628357,0.030334,1.218933,256Kb,resnet152
1.698639,8.184143,6.715210,0.012878,1.203064,256Kb,resnet152
1.712299,8.038391,6.632080,0.027344,1.221680,256Kb,resnet152
1.588051,8.177307,6.789734,0.020691,1.157104,256Kb,resnet152
1.804314,8.149048,6.686890,0.029175,1.272583,256Kb,resnet152
1.839916,8.955688,7.380188,0.021790,1.312073,256Kb,resnet152
1.644424,7.840759,6.530701,0.015930,1.161560,256Kb,resnet152
1.678833,8.137512,6.686157,0.020630,1.217346,256Kb,resnet152
1.798033,8.222717,6.773560,0.020447,1.272766,256Kb,resnet152
1.801739,8.139587,6.670593,0.023132,1.263977,256Kb,resnet152
1.762178,8.131531,6.689575,0.030029,1.249023,256Kb,resnet152
1.761094,8.210754,6.681091,0.019409,1.252014,256Kb,resnet152
1.757893,8.028198,6.619934,0.028015,1.243042,256Kb,resnet152
1.920041,8.438599,6.827515,0.020508,1.343750,256Kb,resnet152
1.859686,8.244568,6.743835,0.017944,1.293640,256Kb,resnet152
1.733377,8.116821,6.697327,0.016968,1.218506,256Kb,resnet152
1.784128,8.148743,6.681335,0.021301,1.261475,256Kb,resnet152
2.895309,11.189514,8.809448,0.043762,1.988892,256Kb,resnet152
1.795581,8.417664,6.853210,0.029358,1.281616,256Kb,resnet152
1.751953,8.407104,6.930664,0.020813,1.279602,256Kb,resnet152
1.535257,7.938965,6.583618,0.027588,1.131531,256Kb,resnet152
1.513491,7.884888,6.618958,0.019958,1.103699,256Kb,resnet152
1.624962,8.145691,6.679382,0.026611,1.193970,256Kb,resnet152
2.158149,8.923279,7.204590,0.035583,1.495605,256Kb,resnet152
1.810970,8.694153,7.144348,0.022461,1.298096,256Kb,resnet152
1.413252,7.964355,6.612427,0.028564,1.077637,256Kb,resnet152
1.847769,8.259888,6.772461,0.029907,1.304504,256Kb,resnet152
1.752784,8.177734,6.687134,0.020569,1.237915,256Kb,resnet152
1.751965,8.201538,6.743835,0.028625,1.253174,256Kb,resnet152
5.570780,36.045837,30.214417,0.108398,4.053711,256Kb,resnet34
1.680304,6.091003,4.678101,0.029297,1.084534,256Kb,resnet34
1.443818,5.085999,3.952454,0.014160,0.933472,256Kb,resnet34
1.715456,5.685303,4.300232,0.019409,1.110352,256Kb,resnet34
1.755202,5.605103,4.227783,0.012085,1.134460,256Kb,resnet34
1.696694,5.433655,4.101501,0.019836,1.097717,256Kb,resnet34
1.360994,4.836060,3.665222,0.025208,0.924194,256Kb,resnet34
1.633717,5.343445,4.038208,0.023621,1.073181,256Kb,resnet34
1.630678,5.314697,4.027893,0.016968,1.047852,256Kb,resnet34
1.583561,5.147217,3.938354,0.020752,1.037231,256Kb,resnet34
1.340866,4.910583,3.798706,0.028442,0.905518,256Kb,resnet34
1.726759,6.816040,5.371826,0.029846,1.184387,256Kb,resnet34
1.502082,4.904907,3.747559,0.015381,0.975525,256Kb,resnet34
1.628974,5.230164,4.032715,0.018127,1.050049,256Kb,resnet34
1.492449,5.038757,3.829285,0.031067,0.983276,256Kb,resnet34
1.612568,5.113220,3.874451,0.028625,1.055420,256Kb,resnet34
1.411971,5.050110,3.948364,0.016052,0.947937,256Kb,resnet34
1.393128,4.653259,3.569519,0.014954,0.911682,256Kb,resnet34
1.414088,4.884033,3.824585,0.015442,0.933899,256Kb,resnet34
1.492477,4.909180,3.773132,0.016663,0.969604,256Kb,resnet34
1.515599,4.893005,3.803894,0.015320,0.977173,256Kb,resnet34
1.620924,5.190491,3.900696,0.020935,1.058777,256Kb,resnet34
1.275475,4.603333,3.591309,0.024841,0.849548,256Kb,resnet34
1.344523,4.852051,3.773682,0.024780,0.897827,256Kb,resnet34
1.534433,5.657043,4.445557,0.018433,1.005615,256Kb,resnet34
1.690041,5.431030,4.096863,0.027771,1.095703,256Kb,resnet34
1.384291,4.600647,3.565491,0.016052,0.906555,256Kb,resnet34
1.603110,5.259216,4.014526,0.016541,1.040466,256Kb,resnet34
1.549302,4.934265,3.783264,0.020264,1.014404,256Kb,resnet34
1.561182,5.130371,3.885925,0.029480,1.021301,256Kb,resnet34
1.596637,5.175232,3.963501,0.019958,1.037659,256Kb,resnet34
1.537240,5.121948,3.916382,0.016418,0.993469,256Kb,resnet34
1.602202,5.248291,3.953735,0.020081,1.053955,256Kb,resnet34
1.566582,5.147522,3.893005,0.029602,1.031921,256Kb,resnet34
1.282607,4.379944,3.515503,0.029602,0.814697,256Kb,resnet34
1.635526,5.237122,3.899841,0.029480,1.062927,256Kb,resnet34
1.627299,5.218445,3.988464,0.014832,1.050903,256Kb,resnet34
1.534881,5.754333,4.470337,0.016724,1.003052,256Kb,resnet34
2.417669,7.224060,5.329346,0.026306,1.565369,256Kb,resnet34
1.451697,5.046326,3.899963,0.016418,0.949707,256Kb,resnet34
1.629333,5.489685,4.196106,0.027588,1.085632,256Kb,resnet34
1.367209,4.884033,3.775940,0.028137,0.909790,256Kb,resnet34
1.650658,5.247925,3.932800,0.029236,1.086609,256Kb,resnet34
1.614827,5.278076,4.001770,0.015076,1.028442,256Kb,resnet34
1.483705,4.941528,3.803894,0.015381,0.962158,256Kb,resnet34
2.590258,13.903992,11.523560,0.026917,1.831726,256Kb,resnet34
1.669307,5.574158,4.263062,0.022644,1.089539,256Kb,resnet34
1.429847,5.056458,3.858948,0.014038,0.943909,256Kb,resnet34
1.530244,4.995789,3.834229,0.015808,0.987976,256Kb,resnet34
1.685495,6.148743,4.775818,0.020569,1.109009,256Kb,resnet34
1.356562,4.745483,3.635620,0.028259,0.901489,256Kb,resnet34
1.755012,5.390625,4.028320,0.028320,1.135925,256Kb,resnet34
1.542940,4.895447,3.779968,0.015808,0.991638,256Kb,resnet34
1.777860,5.614563,4.219421,0.026978,1.160095,256Kb,resnet34
1.575030,5.216248,3.982056,0.028198,1.025696,256Kb,resnet34
1.730349,5.323669,4.035278,0.026917,1.122498,256Kb,resnet34
1.542926,4.964050,3.814697,0.013977,1.002502,256Kb,resnet34
1.632210,5.216309,3.953796,0.029663,1.064148,256Kb,resnet34
1.710449,5.349609,4.055115,0.015991,1.095093,256Kb,resnet34
1.583632,5.190491,3.991394,0.021118,1.040344,256Kb,resnet34
1.705331,5.632080,4.266724,0.024963,1.134644,256Kb,resnet34
1.746918,5.417175,4.113953,0.020935,1.118713,256Kb,resnet34
1.600463,5.243530,3.961304,0.028015,1.042297,256Kb,resnet34
1.341341,4.595764,3.597473,0.016663,0.873901,256Kb,resnet34
1.720913,5.498657,4.175354,0.019348,1.118286,256Kb,resnet34
1.514294,4.957520,3.781067,0.027344,0.997314,256Kb,resnet34
1.559634,5.183289,3.907410,0.030151,1.032532,256Kb,resnet34
1.520150,4.966980,3.836243,0.017944,0.972961,256Kb,resnet34
1.638028,5.488892,4.175842,0.022278,1.060913,256Kb,resnet34
1.776481,5.528259,4.159363,0.028625,1.149353,256Kb,resnet34
1.696796,5.412109,4.086060,0.020386,1.095764,256Kb,resnet34
1.567274,5.255920,4.030823,0.027222,1.034973,256Kb,resnet34
2.517994,7.124573,5.192871,0.024170,1.588501,256Kb,resnet34
1.823553,5.742004,4.304382,0.028381,1.169189,256Kb,resnet34
1.958509,5.769287,4.339111,0.019836,1.253784,256Kb,resnet34
1.552562,5.333374,4.067871,0.023193,1.024719,256Kb,resnet34
1.773579,5.493408,4.152893,0.022095,1.127747,256Kb,resnet34
1.727229,5.408447,4.059692,0.020325,1.101990,256Kb,resnet34
1.565219,5.046936,3.822693,0.030579,1.023254,256Kb,resnet34
1.692379,5.483154,4.131714,0.027100,1.110413,256Kb,resnet34
1.604857,5.049316,3.874451,0.022217,1.036072,256Kb,resnet34
1.440876,4.780457,3.637268,0.029175,0.947754,256Kb,resnet34
1.707545,5.226135,3.964478,0.027405,1.098755,256Kb,resnet34
1.697186,5.494995,4.091736,0.021667,1.109009,256Kb,resnet34
1.527207,5.146606,3.961670,0.027466,1.007629,256Kb,resnet34
1.751959,5.425110,4.078857,0.016296,1.115479,256Kb,resnet34
1.540394,5.675232,4.413086,0.029358,1.013000,256Kb,resnet34
1.622769,5.040771,3.810608,0.027100,1.048706,256Kb,resnet34
1.616135,5.229614,4.020508,0.017029,1.046021,256Kb,resnet34
1.875413,5.850403,4.327576,0.021729,1.236389,256Kb,resnet34
1.576731,5.090759,3.896790,0.017761,1.015503,256Kb,resnet34
2.227941,6.379883,4.736145,0.029602,1.406433,256Kb,resnet34
1.389813,4.819031,3.709167,0.022461,0.915955,256Kb,resnet34
1.587852,5.054565,3.845642,0.021729,1.030151,256Kb,resnet34
1.353363,4.570129,3.509094,0.028198,0.904358,256Kb,resnet34
1.355433,4.696838,3.614807,0.027466,0.901489,256Kb,resnet34
2.208579,6.445557,4.694580,0.032959,1.411133,256Kb,resnet34
1.607153,4.961975,3.783203,0.015442,1.025574,256Kb,resnet34
1.442572,5.489807,4.321838,0.022583,0.972778,256Kb,resnet34
1.722506,5.301514,4.015259,0.022400,1.105164,256Kb,resnet34
6.004566,36.166870,30.464600,0.114136,4.340027,256Kb,resnet50
1.635084,5.713867,4.380981,0.028992,1.099915,256Kb,resnet50
1.945917,6.273804,4.765686,0.020020,1.295166,256Kb,resnet50
2.520175,7.271667,5.350037,0.025696,1.625061,256Kb,resnet50
1.572843,5.518433,4.280884,0.016785,1.069214,256Kb,resnet50
1.771796,5.821228,4.463684,0.021179,1.181335,256Kb,resnet50
1.806111,5.931335,4.544434,0.029297,1.208801,256Kb,resnet50
2.217334,6.890808,5.235840,0.025635,1.463623,256Kb,resnet50
1.627020,6.985107,5.614990,0.026733,1.170715,256Kb,resnet50
1.615618,5.675049,4.407654,0.028870,1.102844,256Kb,resnet50
1.656947,5.765381,4.402344,0.027344,1.116150,256Kb,resnet50
1.828577,6.057739,4.629639,0.021301,1.215637,256Kb,resnet50
1.437648,5.184509,4.064453,0.016357,0.968628,256Kb,resnet50
1.360961,5.037598,3.960266,0.016663,0.938354,256Kb,resnet50
1.672463,5.629150,4.364136,0.015015,1.104004,256Kb,resnet50
1.651395,5.658142,4.376648,0.020203,1.114075,256Kb,resnet50
1.254163,5.123047,4.084167,0.016052,0.915222,256Kb,resnet50
1.757248,5.816528,4.442383,0.028931,1.174744,256Kb,resnet50
1.809678,5.999451,4.568054,0.025879,1.224243,256Kb,resnet50
3.002495,8.363220,6.042114,0.029907,1.919006,256Kb,resnet50
1.545648,5.955627,4.674561,0.028748,1.054932,256Kb,resnet50
1.734124,5.814392,4.440491,0.029114,1.160522,256Kb,resnet50
1.830962,5.840881,4.455994,0.021118,1.212402,256Kb,resnet50
1.533694,5.519470,4.272522,0.024902,1.046021,256Kb,resnet50
2.196884,6.653381,4.992676,0.024902,1.440613,256Kb,resnet50
2.674941,7.577271,5.547241,0.036865,1.730713,256Kb,resnet50
1.588793,5.756775,4.411438,0.027954,1.083008,256Kb,resnet50
1.521067,4.896484,3.896362,0.027954,0.983582,256Kb,resnet50
1.486777,5.394775,4.218872,0.028137,1.026917,256Kb,resnet50
1.759323,5.821899,4.383118,0.028076,1.175659,256Kb,resnet50
1.732921,5.849548,4.497253,0.020935,1.165100,256Kb,resnet50
2.364005,7.023376,5.252747,0.032837,1.542847,256Kb,resnet50
1.784195,6.293457,4.909851,0.021179,1.179260,256Kb,resnet50
1.668130,5.619080,4.282104,0.016418,1.112305,256Kb,resnet50
1.601168,5.601257,4.347473,0.021606,1.080872,256Kb,resnet50
1.378385,5.025330,3.904968,0.028625,0.943481,256Kb,resnet50
1.643264,5.546997,4.295959,0.029236,1.108643,256Kb,resnet50
2.922089,7.952087,5.823975,0.028809,1.870117,256Kb,resnet50
2.185313,6.616394,4.906311,0.031982,1.444275,256Kb,resnet50
1.322342,4.837708,3.816101,0.025269,0.914917,256Kb,resnet50
1.702444,5.477539,4.238403,0.018494,1.131348,256Kb,resnet50
1.716325,5.717957,4.411133,0.021790,1.148010,256Kb,resnet50
1.681131,5.464294,4.249878,0.016785,1.115356,256Kb,resnet50
1.616879,6.805969,5.279785,0.020325,1.027710,256Kb,resnet50
1.790105,5.989075,4.560303,0.044739,1.206543,256Kb,resnet50
1.761784,5.787415,4.432251,0.018677,1.170410,256Kb,resnet50
1.354634,5.112183,4.048157,0.013916,0.919250,256Kb,resnet50
1.336128,4.967834,3.892151,0.024963,0.918091,256Kb,resnet50
1.373292,4.989014,3.936279,0.017090,0.930847,256Kb,resnet50
1.700179,5.827881,4.535034,0.021118,1.143494,256Kb,resnet50
1.637204,5.835022,4.469238,0.026733,1.114258,256Kb,resnet50
1.579138,5.402832,4.240173,0.017395,1.053040,256Kb,resnet50
1.652401,5.852966,4.501526,0.030640,1.145813,256Kb,resnet50
1.419469,5.033630,3.938599,0.017517,0.962585,256Kb,resnet50
1.734112,5.888916,4.568542,0.018677,1.158691,256Kb,resnet50
2.188112,6.503052,4.868713,0.032410,1.439270,256Kb,resnet50
1.620749,6.196167,4.836060,0.028625,1.111450,256Kb,resnet50
1.755777,5.705444,4.379150,0.022461,1.168884,256Kb,resnet50
1.600971,5.614807,4.259399,0.026794,1.092529,256Kb,resnet50
1.342601,4.907593,3.871460,0.015808,0.916687,256Kb,resnet50
1.370966,4.956665,3.879883,0.015930,0.935181,256Kb,resnet50
1.691891,5.567139,4.318665,0.016968,1.116638,256Kb,resnet50
1.765287,5.878784,4.424500,0.038940,1.200500,256Kb,resnet50
1.712207,5.814087,4.485535,0.019714,1.154297,256Kb,resnet50
1.446195,5.182129,4.042786,0.028198,0.990723,256Kb,resnet50
1.705946,5.821960,4.437927,0.028748,1.154480,256Kb,resnet50
2.184172,6.167603,4.745850,0.028748,1.364746,256Kb,resnet50
1.411286,5.092163,3.964722,0.024170,0.958740,256Kb,resnet50
1.421985,5.181519,4.043213,0.027832,0.972168,256Kb,resnet50
1.716594,5.799255,4.426025,0.027405,1.156921,256Kb,resnet50
1.821991,5.940063,4.482544,0.020752,1.211060,256Kb,resnet50
1.654742,5.593628,4.285645,0.029968,1.109192,256Kb,resnet50
1.507046,5.292114,4.150513,0.016052,1.018494,256Kb,resnet50
1.812979,6.024170,4.599365,0.020630,1.206848,256Kb,resnet50
1.427435,5.072327,3.995911,0.016602,0.975464,256Kb,resnet50
1.737108,5.702942,4.426758,0.019714,1.148865,256Kb,resnet50
1.810703,5.791504,4.446838,0.028870,1.212952,256Kb,resnet50
1.440078,5.100098,3.998779,0.017090,0.973267,256Kb,resnet50
1.674921,5.656189,4.383423,0.020813,1.120850,256Kb,resnet50
1.886005,6.059998,4.581787,0.025574,1.257690,256Kb,resnet50
1.687116,5.785950,4.503235,0.027832,1.166565,256Kb,resnet50
1.726344,6.315613,4.942810,0.021362,1.159058,256Kb,resnet50
1.655006,5.697327,4.439636,0.030212,1.128906,256Kb,resnet50
1.758629,5.809204,4.446106,0.020081,1.179504,256Kb,resnet50
1.753644,5.872803,4.504883,0.034241,1.189392,256Kb,resnet50
1.527487,5.446838,4.240417,0.020386,1.037292,256Kb,resnet50
1.558373,5.426025,4.229736,0.030762,1.067017,256Kb,resnet50
1.580207,5.651062,4.317017,0.028198,1.075806,256Kb,resnet50
1.556083,5.393738,4.226440,0.016968,1.045532,256Kb,resnet50
1.647631,5.771851,4.445862,0.024841,1.119019,256Kb,resnet50
1.665387,5.744690,4.461243,0.028687,1.142822,256Kb,resnet50
1.371457,5.079773,3.994812,0.015930,0.933044,256Kb,resnet50
1.651425,5.449219,4.223816,0.017334,1.101929,256Kb,resnet50
1.851242,6.592834,5.093140,0.028442,1.243469,256Kb,resnet50
1.567869,5.646912,4.399963,0.019470,1.069275,256Kb,resnet50
1.549934,5.547791,4.282898,0.028320,1.061218,256Kb,resnet50
1.779949,5.851807,4.442200,0.027527,1.186768,256Kb,resnet50
1.388590,5.099670,4.013367,0.016479,0.955261,256Kb,resnet50
1.618984,5.475281,4.216553,0.021240,1.088196,256Kb,resnet50
1.705270,5.775024,4.452148,0.030884,1.154785,256Kb,resnet50
5.353579,31.681885,26.334106,0.079956,3.734314,256Kb,resnet18
1.669861,4.956116,3.598938,0.028931,1.074341,256Kb,resnet18
1.588911,4.702026,3.479187,0.015991,1.003296,256Kb,resnet18
1.730592,5.017822,3.660034,0.020569,1.118835,256Kb,resnet18
1.674528,4.763428,3.507690,0.016602,1.056335,256Kb,resnet18
1.577290,4.723145,3.476257,0.020996,1.011780,256Kb,resnet18
1.912247,5.339783,3.845764,0.032837,1.213196,256Kb,resnet18
1.649090,4.888916,3.547546,0.029053,1.065796,256Kb,resnet18
1.571156,4.632751,3.409546,0.018311,0.992920,256Kb,resnet18
1.377877,4.150818,3.110413,0.017212,0.878784,256Kb,resnet18
1.571062,4.681458,3.443176,0.020752,1.018250,256Kb,resnet18
2.335366,6.530212,4.744812,0.033203,1.490784,256Kb,resnet18
1.555077,4.456848,3.278198,0.017395,0.981750,256Kb,resnet18
1.617382,4.636597,3.420654,0.022583,1.038147,256Kb,resnet18
3.911811,10.027588,7.028076,0.048706,2.422058,256Kb,resnet18
1.546787,4.490417,3.284607,0.017761,0.987427,256Kb,resnet18
1.407752,4.213074,3.152710,0.017639,0.894104,256Kb,resnet18
1.712980,4.780945,3.558289,0.014709,1.072571,256Kb,resnet18
1.527562,4.721191,3.538086,0.027771,1.023071,256Kb,resnet18
1.924945,5.408081,3.883545,0.031494,1.223389,256Kb,resnet18
1.361055,4.050171,3.038025,0.024414,0.867371,256Kb,resnet18
1.604489,4.739441,3.461487,0.029541,1.035034,256Kb,resnet18
1.342240,4.086060,3.033081,0.019714,0.870605,256Kb,resnet18
1.524149,4.571228,3.323120,0.027527,0.991150,256Kb,resnet18
1.751289,4.805359,3.492188,0.020691,1.098694,256Kb,resnet18
1.696476,4.784607,3.432373,0.027283,1.077515,256Kb,resnet18
1.332547,4.168762,3.153931,0.020264,0.870300,256Kb,resnet18
1.361465,4.209045,3.103516,0.015442,0.871887,256Kb,resnet18
1.588231,4.699707,3.422241,0.025208,1.030640,256Kb,resnet18
1.592010,4.510925,3.306030,0.016235,1.003235,256Kb,resnet18
1.627288,4.607422,3.391052,0.029480,1.039795,256Kb,resnet18
1.542632,4.409302,3.242432,0.018127,0.983948,256Kb,resnet18
1.488098,4.331848,3.221497,0.016907,0.944214,256Kb,resnet18
1.671238,4.738953,3.469055,0.020447,1.071533,256Kb,resnet18
1.773191,4.890015,3.538757,0.028381,1.128540,256Kb,resnet18
1.780409,5.015442,3.636230,0.022766,1.135437,256Kb,resnet18
1.515789,4.479797,3.334229,0.020203,0.966248,256Kb,resnet18
1.733439,4.741455,3.589966,0.012573,1.084778,256Kb,resnet18
1.739408,5.564270,4.154175,0.027893,1.113647,256Kb,resnet18
1.419884,4.078552,3.029907,0.017456,0.901550,256Kb,resnet18
1.355237,4.349121,3.283020,0.022400,0.893005,256Kb,resnet18
1.421896,4.400330,3.321106,0.016235,0.916199,256Kb,resnet18
1.509795,4.597412,3.447266,0.021179,0.968628,256Kb,resnet18
1.326481,4.251648,3.217529,0.015625,0.848572,256Kb,resnet18
1.627062,4.663147,3.496826,0.017090,1.033691,256Kb,resnet18
1.540466,4.849487,3.531311,0.038818,1.034180,256Kb,resnet18
1.434397,4.652710,3.501648,0.028809,0.965698,256Kb,resnet18
1.624086,5.035767,3.665710,0.040039,1.064331,256Kb,resnet18
1.799949,5.123108,3.778687,0.021240,1.139954,256Kb,resnet18
1.644864,4.930054,3.625244,0.027405,1.066833,256Kb,resnet18
1.310996,4.051758,3.048035,0.016785,0.848877,256Kb,resnet18
1.297120,4.737061,3.655334,0.015930,0.840515,256Kb,resnet18
1.723557,4.947937,3.656677,0.009338,1.089600,256Kb,resnet18
1.611364,4.904053,3.623840,0.020020,1.042969,256Kb,resnet18
1.620844,4.811401,3.503540,0.030701,1.033936,256Kb,resnet18
1.498906,4.495178,3.354980,0.015137,0.951721,256Kb,resnet18
1.389872,4.199829,3.155762,0.015076,0.881348,256Kb,resnet18
1.617115,4.803528,3.555298,0.021423,1.034363,256Kb,resnet18
1.285379,4.075989,3.049561,0.024597,0.826599,256Kb,resnet18
1.988909,5.559143,4.006226,0.019836,1.258362,256Kb,resnet18
1.584424,4.698730,3.498352,0.018982,1.004150,256Kb,resnet18
1.400136,4.399231,3.266968,0.028809,0.917236,256Kb,resnet18
1.567398,4.706055,3.482117,0.028320,1.012451,256Kb,resnet18
1.779605,5.036560,3.669495,0.017944,1.132202,256Kb,resnet18
1.663336,5.474976,4.138062,0.014038,1.061890,256Kb,resnet18
1.678460,5.058044,3.744995,0.016907,1.071960,256Kb,resnet18
1.714008,5.017517,3.656189,0.022034,1.095764,256Kb,resnet18
1.783648,5.090515,3.733826,0.018555,1.127686,256Kb,resnet18
1.606939,4.742859,3.456360,0.029907,1.030273,256Kb,resnet18
1.419061,4.226196,3.140015,0.016724,0.920288,256Kb,resnet18
1.588270,4.463318,3.255432,0.016846,1.004333,256Kb,resnet18
3.633283,8.451355,5.817871,0.038696,2.248413,256Kb,resnet18
1.786550,5.265137,3.840881,0.028625,1.166504,256Kb,resnet18
1.513979,4.633606,3.425354,0.029480,0.977783,256Kb,resnet18
1.783286,4.981873,3.622803,0.030579,1.147827,256Kb,resnet18
1.750546,5.072876,3.745789,0.021729,1.125916,256Kb,resnet18
1.654072,4.431519,3.349731,0.021729,1.003052,256Kb,resnet18
1.698380,5.133362,3.767334,0.028320,1.127441,256Kb,resnet18
1.537874,4.516052,3.349304,0.015564,0.981812,256Kb,resnet18
1.776551,4.892090,3.589783,0.019409,1.126343,256Kb,resnet18
1.665176,4.855042,3.544800,0.027832,1.067078,256Kb,resnet18
1.563928,4.632446,3.424500,0.018433,1.007935,256Kb,resnet18
1.665116,4.784119,3.517029,0.028198,1.064880,256Kb,resnet18
1.755540,5.045044,3.672668,0.021606,1.118164,256Kb,resnet18
1.545038,4.472656,3.306458,0.027771,0.990723,256Kb,resnet18
1.352496,4.171875,3.130798,0.027405,0.886047,256Kb,resnet18
1.588939,4.617615,3.416077,0.023376,1.035828,256Kb,resnet18
1.661254,4.790710,3.550537,0.016052,1.040527,256Kb,resnet18
1.315793,4.782349,3.740662,0.023987,0.860291,256Kb,resnet18
1.519236,4.510803,3.399231,0.018127,0.968750,256Kb,resnet18
1.536504,4.784180,3.498718,0.033997,1.007935,256Kb,resnet18
1.678581,4.886292,3.566406,0.029236,1.066162,256Kb,resnet18
2.433640,6.412170,4.574768,0.024841,1.519958,256Kb,resnet18
1.658439,4.673401,3.429199,0.017212,1.042358,256Kb,resnet18
2.239334,5.851135,4.185791,0.024109,1.401611,256Kb,resnet18
1.626110,4.795410,3.510315,0.028259,1.048218,256Kb,resnet18
1.747575,4.861389,3.529663,0.029053,1.107727,256Kb,resnet18
1.549857,4.601929,3.405396,0.016968,0.991150,256Kb,resnet18
1.759516,5.006165,3.634521,0.019653,1.114441,256Kb,resnet18
1.762425,5.001770,3.677734,0.016907,1.105713,256Kb,resnet18
12.051708,56.770325,45.471680,0.178345,8.304626,15Mb,resnet34
7.849406,27.101685,20.071472,0.128662,5.189148,15Mb,resnet34
10.191420,32.561951,23.690613,0.143005,6.751953,15Mb,resnet34
8.437678,29.110229,21.309753,0.205994,5.701965,15Mb,resnet34
6.993921,24.996826,18.702759,0.107422,4.657349,15Mb,resnet34
9.092621,30.102722,21.980225,0.136353,6.051514,15Mb,resnet34
11.651219,35.606689,25.600525,0.162231,7.597961,15Mb,resnet34
7.448054,26.145447,19.273315,0.122375,4.947815,15Mb,resnet34
7.949830,27.241089,20.087097,0.128967,5.280273,15Mb,resnet34
8.102405,27.594727,20.289062,0.105530,5.357361,15Mb,resnet34
7.707945,26.273987,19.436157,0.127319,5.057739,15Mb,resnet34
